cell_type_tumor,sample,0
Plasma cell dividing,Laughney_Massague_2020_GSM3516662,0
Plasma cell dividing,Laughney_Massague_2020_GSM3516663,1
Plasma cell dividing,Laughney_Massague_2020_GSM3516667,1
Plasma cell dividing,Laughney_Massague_2020_GSM3516669,2
Plasma cell dividing,Laughney_Massague_2020_GSM3516670,0
Plasma cell dividing,Laughney_Massague_2020_GSM3516672,0
Plasma cell dividing,Laughney_Massague_2020_GSM3516674,0
Plasma cell dividing,Leader_Merad_2021_311,1
Plasma cell dividing,Leader_Merad_2021_313,20
Plasma cell dividing,Leader_Merad_2021_317,1
Plasma cell dividing,Leader_Merad_2021_318,3
Plasma cell dividing,Leader_Merad_2021_324,2
Plasma cell dividing,Leader_Merad_2021_326,10
Plasma cell dividing,Leader_Merad_2021_328,2
Plasma cell dividing,Leader_Merad_2021_332,1
Plasma cell dividing,Leader_Merad_2021_334,0
Plasma cell dividing,Leader_Merad_2021_336,0
Plasma cell dividing,Leader_Merad_2021_340,15
Plasma cell dividing,Leader_Merad_2021_342,0
Plasma cell dividing,Leader_Merad_2021_38,19
Plasma cell dividing,Leader_Merad_2021_40,0
Plasma cell dividing,Leader_Merad_2021_42,0
Plasma cell dividing,Leader_Merad_2021_43,2
Plasma cell dividing,Leader_Merad_2021_45,133
Plasma cell dividing,Leader_Merad_2021_47,7
Plasma cell dividing,Leader_Merad_2021_48,0
Plasma cell dividing,Leader_Merad_2021_51,1
Plasma cell dividing,Leader_Merad_2021_52,1
Plasma cell dividing,Leader_Merad_2021_53,1
Plasma cell dividing,Leader_Merad_2021_57,0
Plasma cell dividing,Leader_Merad_2021_58,2
Plasma cell dividing,Leader_Merad_2021_59,0
Plasma cell dividing,Leader_Merad_2021_62,21
Plasma cell dividing,Leader_Merad_2021_95,1
Plasma cell dividing,Leader_Merad_2021_97,0
Plasma cell dividing,Leader_Merad_2021_99,205
Plasma cell dividing,Leader_Merad_2021_103,186
Plasma cell dividing,Leader_Merad_2021_107,161
Plasma cell dividing,Leader_Merad_2021_111,160
Plasma cell dividing,Leader_Merad_2021_116,11
Plasma cell dividing,Leader_Merad_2021_297,3
Plasma cell dividing,Leader_Merad_2021_298,1
Plasma cell dividing,Leader_Merad_2021_344,7
Plasma cell dividing,Leader_Merad_2021_398,0
Plasma cell dividing,Leader_Merad_2021_414,0
Plasma cell dividing,Leader_Merad_2021_415,7
Plasma cell dividing,Leader_Merad_2021_448,1
Plasma cell dividing,Leader_Merad_2021_452,0
Plasma cell dividing,Leader_Merad_2021_456,2
Plasma cell dividing,Leader_Merad_2021_460,1
Plasma cell dividing,Leader_Merad_2021_464,3
Plasma cell dividing,Leader_Merad_2021_468,2
Plasma cell dividing,Leader_Merad_2021_472,4
Plasma cell dividing,Leader_Merad_2021_481,1
Plasma cell dividing,Leader_Merad_2021_851,0
Plasma cell dividing,Maynard_Bivona_2020_LT_S66,0
Plasma cell dividing,UKIM-V-2_P4_tumor_primary,1
Plasma cell dividing,UKIM-V-2_P5_tumor_primary,0
Plasma cell dividing,UKIM-V-2_P6_tumor_primary,3
Plasma cell dividing,UKIM-V-2_P8_tumor_primary,0
Plasma cell dividing,UKIM-V-2_P9_tumor_primary,13
Plasma cell dividing,UKIM-V-2_P10_tumor_primary,0
Plasma cell dividing,UKIM-V-2_P13_tumor_primary,0
Plasma cell dividing,UKIM-V-2_P14_tumor_primary,1
Plasma cell dividing,UKIM-V-2_P16_tumor_primary,1
Plasma cell dividing,UKIM-V-2_P17_tumor_primary,4
Plasma cell dividing,UKIM-V_P1_tumor_primary,0
Plasma cell dividing,UKIM-V_P2_tumor_primary,7
Plasma cell dividing,UKIM-V_P3_tumor_primary,0
Plasma cell dividing,Zilionis_Klein_2019_p1t1,0
Plasma cell dividing,Zilionis_Klein_2019_p1t2,1
Plasma cell dividing,Zilionis_Klein_2019_p1t3,0
Plasma cell dividing,Zilionis_Klein_2019_p1t4,0
Plasma cell dividing,Zilionis_Klein_2019_p4t1,0
Plasma cell dividing,Zilionis_Klein_2019_p4t2,0
Plasma cell dividing,Zilionis_Klein_2019_p4t3,0
Plasma cell dividing,Zilionis_Klein_2019_p6t1,0
Plasma cell dividing,Zilionis_Klein_2019_p6t2,0
ROS1+ healthy epithelial,Chen_Zhang_2020_NSCLC-1,0
ROS1+ healthy epithelial,Chen_Zhang_2020_NSCLC-2,0
ROS1+ healthy epithelial,Chen_Zhang_2020_NSCLC-3,0
ROS1+ healthy epithelial,Chen_Zhang_2020_NSCLC-6,1
ROS1+ healthy epithelial,Chen_Zhang_2020_NSCLC-7,0
ROS1+ healthy epithelial,Chen_Zhang_2020_NSCLC-11,1
ROS1+ healthy epithelial,Goveia_Carmeliet_2020_patient_32_tumor_primary,1
ROS1+ healthy epithelial,Goveia_Carmeliet_2020_patient_40_tumor_primary,0
ROS1+ healthy epithelial,Goveia_Carmeliet_2020_patient_41_tumor_primary,3
ROS1+ healthy epithelial,Goveia_Carmeliet_2020_patient_42_tumor_primary,0
ROS1+ healthy epithelial,Goveia_Carmeliet_2020_patient_45_tumor_primary,4
ROS1+ healthy epithelial,Goveia_Carmeliet_2020_patient_46_tumor_primary,0
ROS1+ healthy epithelial,Goveia_Carmeliet_2020_patient_50_tumor_primary,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P0616A_TTC,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P0616A_TTH,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P0616A_TTR,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P0616A_TTY,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P0616P_TTC,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P0616P_TTH,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P0706_TTC,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P0706_TTH,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P0706_TTR,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P0706_TTY,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1010_TTC,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1010_TTH,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1010_TTR,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1010_TTY,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1118_TTC,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1118_TTH,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1120_TTC,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1120_TTH,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1120_TTR,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1120_TTY,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1202_TTC,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1202_TTH,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1202_TTR,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1202_TTY,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1208_TTC,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1208_TTH,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1219_TTC,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1219_TTH,0
ROS1+ healthy epithelial,Guo_Zhang_2018_P1219_TTY,0
ROS1+ healthy epithelial,He_Fan_2021_LUAD1,0
ROS1+ healthy epithelial,He_Fan_2021_LUAD2,0
ROS1+ healthy epithelial,He_Fan_2021_LUAD3,0
ROS1+ healthy epithelial,He_Fan_2021_LUAD4,0
ROS1+ healthy epithelial,He_Fan_2021_LUAD5,0
ROS1+ healthy epithelial,Kim_Lee_2020_LUNG_T06,1
ROS1+ healthy epithelial,Kim_Lee_2020_LUNG_T08,0
ROS1+ healthy epithelial,Kim_Lee_2020_LUNG_T09,0
ROS1+ healthy epithelial,Kim_Lee_2020_LUNG_T18,1
ROS1+ healthy epithelial,Kim_Lee_2020_LUNG_T19,0
ROS1+ healthy epithelial,Kim_Lee_2020_LUNG_T20,1
ROS1+ healthy epithelial,Kim_Lee_2020_LUNG_T25,0
ROS1+ healthy epithelial,Kim_Lee_2020_LUNG_T30,1
ROS1+ healthy epithelial,Kim_Lee_2020_LUNG_T34,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v1_BT1A,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v1_BT1B,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v1_BT1C,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v1_BT2A,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v1_BT2B,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v1_BT1249,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v2_BT1295,1
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v2_BT1296,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v2_BT1297,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v2_BT1298,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v2_BT1299,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6149v2_BT1300,1
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6653_BT1375,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6653_BT1376,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6653_BT1377,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,0
ROS1+ healthy epithelial,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,0
ROS1+ healthy epithelial,Laughney_Massague_2020_GSM3516662,0
ROS1+ healthy epithelial,Laughney_Massague_2020_GSM3516663,0
ROS1+ healthy epithelial,Laughney_Massague_2020_GSM3516667,0
ROS1+ healthy epithelial,Laughney_Massague_2020_GSM3516669,0
ROS1+ healthy epithelial,Laughney_Massague_2020_GSM3516670,0
ROS1+ healthy epithelial,Laughney_Massague_2020_GSM3516672,0
ROS1+ healthy epithelial,Laughney_Massague_2020_GSM3516674,0
ROS1+ healthy epithelial,Leader_Merad_2021_311,0
ROS1+ healthy epithelial,Leader_Merad_2021_313,0
ROS1+ healthy epithelial,Leader_Merad_2021_317,1
ROS1+ healthy epithelial,Leader_Merad_2021_318,0
ROS1+ healthy epithelial,Leader_Merad_2021_324,0
ROS1+ healthy epithelial,Leader_Merad_2021_326,0
ROS1+ healthy epithelial,Leader_Merad_2021_328,1
ROS1+ healthy epithelial,Leader_Merad_2021_332,2
ROS1+ healthy epithelial,Leader_Merad_2021_334,0
ROS1+ healthy epithelial,Leader_Merad_2021_336,0
ROS1+ healthy epithelial,Leader_Merad_2021_340,1
ROS1+ healthy epithelial,Leader_Merad_2021_342,0
ROS1+ healthy epithelial,Leader_Merad_2021_38,2
ROS1+ healthy epithelial,Leader_Merad_2021_40,0
ROS1+ healthy epithelial,Leader_Merad_2021_42,0
ROS1+ healthy epithelial,Leader_Merad_2021_43,1
ROS1+ healthy epithelial,Leader_Merad_2021_45,0
ROS1+ healthy epithelial,Leader_Merad_2021_47,0
ROS1+ healthy epithelial,Leader_Merad_2021_48,6
ROS1+ healthy epithelial,Leader_Merad_2021_51,0
ROS1+ healthy epithelial,Leader_Merad_2021_52,0
ROS1+ healthy epithelial,Leader_Merad_2021_53,0
ROS1+ healthy epithelial,Leader_Merad_2021_57,0
ROS1+ healthy epithelial,Leader_Merad_2021_58,0
ROS1+ healthy epithelial,Leader_Merad_2021_59,0
ROS1+ healthy epithelial,Leader_Merad_2021_62,1
ROS1+ healthy epithelial,Leader_Merad_2021_95,0
ROS1+ healthy epithelial,Leader_Merad_2021_97,1
ROS1+ healthy epithelial,Leader_Merad_2021_99,0
ROS1+ healthy epithelial,Leader_Merad_2021_103,1
ROS1+ healthy epithelial,Leader_Merad_2021_107,0
ROS1+ healthy epithelial,Leader_Merad_2021_111,1
ROS1+ healthy epithelial,Leader_Merad_2021_116,0
ROS1+ healthy epithelial,Leader_Merad_2021_297,0
ROS1+ healthy epithelial,Leader_Merad_2021_298,0
ROS1+ healthy epithelial,Leader_Merad_2021_344,0
ROS1+ healthy epithelial,Leader_Merad_2021_398,0
ROS1+ healthy epithelial,Leader_Merad_2021_414,0
ROS1+ healthy epithelial,Leader_Merad_2021_415,2
ROS1+ healthy epithelial,Leader_Merad_2021_448,0
ROS1+ healthy epithelial,Leader_Merad_2021_452,0
ROS1+ healthy epithelial,Leader_Merad_2021_456,0
ROS1+ healthy epithelial,Leader_Merad_2021_460,0
ROS1+ healthy epithelial,Leader_Merad_2021_464,1
ROS1+ healthy epithelial,Leader_Merad_2021_468,0
ROS1+ healthy epithelial,Leader_Merad_2021_472,0
ROS1+ healthy epithelial,Leader_Merad_2021_481,0
ROS1+ healthy epithelial,Leader_Merad_2021_851,5
ROS1+ healthy epithelial,Maynard_Bivona_2020_LT_S66,3
ROS1+ healthy epithelial,UKIM-V-2_P4_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P5_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P6_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P8_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P9_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P10_tumor_primary,2
ROS1+ healthy epithelial,UKIM-V-2_P13_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P14_tumor_primary,1
ROS1+ healthy epithelial,UKIM-V-2_P16_tumor_primary,1
ROS1+ healthy epithelial,UKIM-V-2_P17_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V_P1_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V_P2_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V_P3_tumor_primary,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p1t1,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p1t2,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p1t3,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p1t4,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p4t1,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p4t2,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p4t3,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p6t1,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p6t2,0
Smooth muscle cell,Chen_Zhang_2020_NSCLC-1,3
Smooth muscle cell,Chen_Zhang_2020_NSCLC-2,18
Smooth muscle cell,Chen_Zhang_2020_NSCLC-3,5
Smooth muscle cell,Chen_Zhang_2020_NSCLC-6,2
Smooth muscle cell,Chen_Zhang_2020_NSCLC-7,2
Smooth muscle cell,Chen_Zhang_2020_NSCLC-11,2
Smooth muscle cell,Goveia_Carmeliet_2020_patient_32_tumor_primary,3
Smooth muscle cell,Goveia_Carmeliet_2020_patient_40_tumor_primary,3
Smooth muscle cell,Goveia_Carmeliet_2020_patient_41_tumor_primary,3
Smooth muscle cell,Goveia_Carmeliet_2020_patient_42_tumor_primary,1
Smooth muscle cell,Goveia_Carmeliet_2020_patient_45_tumor_primary,2
Smooth muscle cell,Goveia_Carmeliet_2020_patient_46_tumor_primary,6
Smooth muscle cell,Goveia_Carmeliet_2020_patient_50_tumor_primary,0
Smooth muscle cell,Guo_Zhang_2018_P0616A_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P0616A_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P0616A_TTR,0
Smooth muscle cell,Guo_Zhang_2018_P0616A_TTY,0
Smooth muscle cell,Guo_Zhang_2018_P0616P_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P0616P_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P0706_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P0706_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P0706_TTR,0
Smooth muscle cell,Guo_Zhang_2018_P0706_TTY,0
Smooth muscle cell,Guo_Zhang_2018_P1010_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1010_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1010_TTR,0
Smooth muscle cell,Guo_Zhang_2018_P1010_TTY,0
Smooth muscle cell,Guo_Zhang_2018_P1118_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1118_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1120_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1120_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1120_TTR,0
Smooth muscle cell,Guo_Zhang_2018_P1120_TTY,0
Smooth muscle cell,Guo_Zhang_2018_P1202_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1202_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1202_TTR,0
Smooth muscle cell,Guo_Zhang_2018_P1202_TTY,0
Smooth muscle cell,Guo_Zhang_2018_P1208_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1208_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1219_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1219_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1219_TTY,0
Smooth muscle cell,He_Fan_2021_LUAD1,4
Smooth muscle cell,He_Fan_2021_LUAD2,3
Smooth muscle cell,He_Fan_2021_LUAD3,7
Smooth muscle cell,He_Fan_2021_LUAD4,6
Smooth muscle cell,He_Fan_2021_LUAD5,4
Smooth muscle cell,Kim_Lee_2020_LUNG_T06,33
Smooth muscle cell,Kim_Lee_2020_LUNG_T08,4
Smooth muscle cell,Kim_Lee_2020_LUNG_T09,1
Smooth muscle cell,Kim_Lee_2020_LUNG_T18,29
Smooth muscle cell,Kim_Lee_2020_LUNG_T19,20
Smooth muscle cell,Kim_Lee_2020_LUNG_T20,2
Smooth muscle cell,Kim_Lee_2020_LUNG_T25,0
Smooth muscle cell,Kim_Lee_2020_LUNG_T30,3
Smooth muscle cell,Kim_Lee_2020_LUNG_T34,4
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT1A,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT1B,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT1C,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT2A,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT2B,1
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT1249,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1295,1
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1296,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1297,1
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1298,4
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1299,8
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1300,6
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_BT1375,3
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_BT1376,2
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_BT1377,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,1
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,1
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,2
Smooth muscle cell,Laughney_Massague_2020_GSM3516662,1
Smooth muscle cell,Laughney_Massague_2020_GSM3516663,1
Smooth muscle cell,Laughney_Massague_2020_GSM3516667,0
Smooth muscle cell,Laughney_Massague_2020_GSM3516669,6
Smooth muscle cell,Laughney_Massague_2020_GSM3516670,3
Smooth muscle cell,Laughney_Massague_2020_GSM3516672,11
Smooth muscle cell,Laughney_Massague_2020_GSM3516674,0
Smooth muscle cell,Leader_Merad_2021_311,1
Smooth muscle cell,Leader_Merad_2021_313,1
Smooth muscle cell,Leader_Merad_2021_317,1
Smooth muscle cell,Leader_Merad_2021_318,0
Smooth muscle cell,Leader_Merad_2021_324,0
Smooth muscle cell,Leader_Merad_2021_326,3
Smooth muscle cell,Leader_Merad_2021_328,1
Smooth muscle cell,Leader_Merad_2021_332,0
Smooth muscle cell,Leader_Merad_2021_334,0
Smooth muscle cell,Leader_Merad_2021_336,0
Smooth muscle cell,Leader_Merad_2021_340,4
Smooth muscle cell,Leader_Merad_2021_342,0
Smooth muscle cell,Leader_Merad_2021_38,2
Smooth muscle cell,Leader_Merad_2021_40,0
Smooth muscle cell,Leader_Merad_2021_42,2
Smooth muscle cell,Leader_Merad_2021_43,8
Smooth muscle cell,Leader_Merad_2021_45,0
Smooth muscle cell,Leader_Merad_2021_47,7
Smooth muscle cell,Leader_Merad_2021_48,9
Smooth muscle cell,Leader_Merad_2021_51,11
Smooth muscle cell,Leader_Merad_2021_52,0
Smooth muscle cell,Leader_Merad_2021_53,0
Smooth muscle cell,Leader_Merad_2021_57,36
Smooth muscle cell,Leader_Merad_2021_58,0
Smooth muscle cell,Leader_Merad_2021_59,0
Smooth muscle cell,Leader_Merad_2021_62,35
Smooth muscle cell,Leader_Merad_2021_95,1
Smooth muscle cell,Leader_Merad_2021_97,1
Smooth muscle cell,Leader_Merad_2021_99,13
Smooth muscle cell,Leader_Merad_2021_103,10
Smooth muscle cell,Leader_Merad_2021_107,11
Smooth muscle cell,Leader_Merad_2021_111,12
Smooth muscle cell,Leader_Merad_2021_116,0
Smooth muscle cell,Leader_Merad_2021_297,0
Smooth muscle cell,Leader_Merad_2021_298,0
Smooth muscle cell,Leader_Merad_2021_344,0
Smooth muscle cell,Leader_Merad_2021_398,0
Smooth muscle cell,Leader_Merad_2021_414,0
Smooth muscle cell,Leader_Merad_2021_415,0
Smooth muscle cell,Leader_Merad_2021_448,10
Smooth muscle cell,Leader_Merad_2021_452,15
Smooth muscle cell,Leader_Merad_2021_456,12
Smooth muscle cell,Leader_Merad_2021_460,15
Smooth muscle cell,Leader_Merad_2021_464,17
Smooth muscle cell,Leader_Merad_2021_468,18
Smooth muscle cell,Leader_Merad_2021_472,19
Smooth muscle cell,Leader_Merad_2021_481,1
Smooth muscle cell,Leader_Merad_2021_851,0
Smooth muscle cell,Maynard_Bivona_2020_LT_S66,82
Smooth muscle cell,UKIM-V-2_P4_tumor_primary,0
Smooth muscle cell,UKIM-V-2_P5_tumor_primary,0
Smooth muscle cell,UKIM-V-2_P6_tumor_primary,0
Smooth muscle cell,UKIM-V-2_P8_tumor_primary,0
Smooth muscle cell,UKIM-V-2_P9_tumor_primary,1
Smooth muscle cell,UKIM-V-2_P10_tumor_primary,1
Smooth muscle cell,UKIM-V-2_P13_tumor_primary,5
Smooth muscle cell,UKIM-V-2_P14_tumor_primary,1
Smooth muscle cell,UKIM-V-2_P16_tumor_primary,0
Smooth muscle cell,UKIM-V-2_P17_tumor_primary,0
Smooth muscle cell,UKIM-V_P1_tumor_primary,4
Smooth muscle cell,UKIM-V_P2_tumor_primary,2
Smooth muscle cell,UKIM-V_P3_tumor_primary,0
Smooth muscle cell,Zilionis_Klein_2019_p1t1,3
Smooth muscle cell,Zilionis_Klein_2019_p1t2,2
Smooth muscle cell,Zilionis_Klein_2019_p1t3,1
Smooth muscle cell,Zilionis_Klein_2019_p1t4,0
Smooth muscle cell,Zilionis_Klein_2019_p4t1,2
Smooth muscle cell,Zilionis_Klein_2019_p4t2,0
Smooth muscle cell,Zilionis_Klein_2019_p4t3,0
Smooth muscle cell,Zilionis_Klein_2019_p6t1,0
Smooth muscle cell,Zilionis_Klein_2019_p6t2,2
T cell CD4,Chen_Zhang_2020_NSCLC-1,290
T cell CD4,Chen_Zhang_2020_NSCLC-2,1375
T cell CD4,Chen_Zhang_2020_NSCLC-3,4352
T cell CD4,Chen_Zhang_2020_NSCLC-6,634
T cell CD4,Chen_Zhang_2020_NSCLC-7,1832
T cell CD4,Chen_Zhang_2020_NSCLC-11,685
T cell CD4,Goveia_Carmeliet_2020_patient_32_tumor_primary,0
T cell CD4,Goveia_Carmeliet_2020_patient_40_tumor_primary,11
T cell CD4,Goveia_Carmeliet_2020_patient_41_tumor_primary,60
T cell CD4,Goveia_Carmeliet_2020_patient_42_tumor_primary,67
T cell CD4,Goveia_Carmeliet_2020_patient_45_tumor_primary,16
T cell CD4,Goveia_Carmeliet_2020_patient_46_tumor_primary,13
T cell CD4,Goveia_Carmeliet_2020_patient_50_tumor_primary,21
T cell CD4,Guo_Zhang_2018_P0616A_TTC,20
T cell CD4,Guo_Zhang_2018_P0616A_TTH,101
T cell CD4,Guo_Zhang_2018_P0616A_TTR,110
T cell CD4,Guo_Zhang_2018_P0616A_TTY,73
T cell CD4,Guo_Zhang_2018_P0616P_TTC,11
T cell CD4,Guo_Zhang_2018_P0616P_TTH,43
T cell CD4,Guo_Zhang_2018_P0706_TTC,3
T cell CD4,Guo_Zhang_2018_P0706_TTH,66
T cell CD4,Guo_Zhang_2018_P0706_TTR,43
T cell CD4,Guo_Zhang_2018_P0706_TTY,61
T cell CD4,Guo_Zhang_2018_P1010_TTC,7
T cell CD4,Guo_Zhang_2018_P1010_TTH,71
T cell CD4,Guo_Zhang_2018_P1010_TTR,104
T cell CD4,Guo_Zhang_2018_P1010_TTY,50
T cell CD4,Guo_Zhang_2018_P1118_TTC,12
T cell CD4,Guo_Zhang_2018_P1118_TTH,200
T cell CD4,Guo_Zhang_2018_P1120_TTC,5
T cell CD4,Guo_Zhang_2018_P1120_TTH,116
T cell CD4,Guo_Zhang_2018_P1120_TTR,113
T cell CD4,Guo_Zhang_2018_P1120_TTY,117
T cell CD4,Guo_Zhang_2018_P1202_TTC,15
T cell CD4,Guo_Zhang_2018_P1202_TTH,53
T cell CD4,Guo_Zhang_2018_P1202_TTR,87
T cell CD4,Guo_Zhang_2018_P1202_TTY,56
T cell CD4,Guo_Zhang_2018_P1208_TTC,5
T cell CD4,Guo_Zhang_2018_P1208_TTH,62
T cell CD4,Guo_Zhang_2018_P1219_TTC,14
T cell CD4,Guo_Zhang_2018_P1219_TTH,18
T cell CD4,Guo_Zhang_2018_P1219_TTY,19
T cell CD4,He_Fan_2021_LUAD1,1115
T cell CD4,He_Fan_2021_LUAD2,1208
T cell CD4,He_Fan_2021_LUAD3,954
T cell CD4,He_Fan_2021_LUAD4,998
T cell CD4,He_Fan_2021_LUAD5,1475
T cell CD4,Kim_Lee_2020_LUNG_T06,681
T cell CD4,Kim_Lee_2020_LUNG_T08,1077
T cell CD4,Kim_Lee_2020_LUNG_T09,566
T cell CD4,Kim_Lee_2020_LUNG_T18,386
T cell CD4,Kim_Lee_2020_LUNG_T19,850
T cell CD4,Kim_Lee_2020_LUNG_T20,850
T cell CD4,Kim_Lee_2020_LUNG_T25,742
T cell CD4,Kim_Lee_2020_LUNG_T30,598
T cell CD4,Kim_Lee_2020_LUNG_T34,144
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT1A,45
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT1B,50
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT1C,84
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT2A,37
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT2B,153
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT1249,6
T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1295,187
T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1296,437
T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1297,398
T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1298,492
