Level_2_cancer,sample,0
Blood vessels_Normal,GSM3516663_Laughney_Massague_2020_NSCLC,1
Blood vessels_Normal,GSM3516664_Laughney_Massague_2020_NSCLC,5
Blood vessels_Normal,GSM3516665_Laughney_Massague_2020_NSCLC,49
Blood vessels_Normal,GSM3516666_Laughney_Massague_2020_NSCLC,19
Blood vessels_Normal,GSM3516667_Laughney_Massague_2020_NSCLC,3
Blood vessels_Normal,GSM3516668_Laughney_Massague_2020_NSCLC,1
Blood vessels_Normal,GSM3516669_Laughney_Massague_2020_NSCLC,19
Blood vessels_Normal,GSM3516670_Laughney_Massague_2020_NSCLC,1
Blood vessels_Normal,GSM3516671_Laughney_Massague_2020_NSCLC,7
Blood vessels_Normal,GSM3516672_Laughney_Massague_2020_NSCLC,44
Blood vessels_Normal,GSM3516673_Laughney_Massague_2020_NSCLC,16
Blood vessels_Normal,GSM3516674_Laughney_Massague_2020_NSCLC,0
Blood vessels_Normal,GSM3516675_Laughney_Massague_2020_NSCLC,0
Blood vessels_Normal,GSM3516676_Laughney_Massague_2020_NSCLC,1
Blood vessels_Normal,GSM3516677_Laughney_Massague_2020_NSCLC,14
Blood vessels_Normal,GSM3516678_Laughney_Massague_2020_NSCLC,1
Fibroblast lineage_Normal,GSM3516662_Laughney_Massague_2020_NSCLC,2
Fibroblast lineage_Normal,GSM3516663_Laughney_Massague_2020_NSCLC,1
Fibroblast lineage_Normal,GSM3516664_Laughney_Massague_2020_NSCLC,9
Fibroblast lineage_Normal,GSM3516665_Laughney_Massague_2020_NSCLC,242
Fibroblast lineage_Normal,GSM3516666_Laughney_Massague_2020_NSCLC,8
Fibroblast lineage_Normal,GSM3516667_Laughney_Massague_2020_NSCLC,24
Fibroblast lineage_Normal,GSM3516668_Laughney_Massague_2020_NSCLC,3
Fibroblast lineage_Normal,GSM3516669_Laughney_Massague_2020_NSCLC,21
Fibroblast lineage_Normal,GSM3516670_Laughney_Massague_2020_NSCLC,3
Fibroblast lineage_Normal,GSM3516671_Laughney_Massague_2020_NSCLC,5
Fibroblast lineage_Normal,GSM3516672_Laughney_Massague_2020_NSCLC,74
Fibroblast lineage_Normal,GSM3516673_Laughney_Massague_2020_NSCLC,4
Fibroblast lineage_Normal,GSM3516674_Laughney_Massague_2020_NSCLC,0
Fibroblast lineage_Normal,GSM3516675_Laughney_Massague_2020_NSCLC,0
Fibroblast lineage_Normal,GSM3516676_Laughney_Massague_2020_NSCLC,4
Fibroblast lineage_Normal,GSM3516677_Laughney_Massague_2020_NSCLC,1
Fibroblast lineage_Normal,GSM3516678_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516662_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516663_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516664_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516665_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516666_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516667_Laughney_Massague_2020_NSCLC,2
Lymphatic EC_Normal,GSM3516668_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516669_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516670_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516671_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516672_Laughney_Massague_2020_NSCLC,10
Lymphatic EC_Normal,GSM3516673_Laughney_Massague_2020_NSCLC,1
Lymphatic EC_Normal,GSM3516674_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516675_Laughney_Massague_2020_NSCLC,0
Lymphatic EC_Normal,GSM3516676_Laughney_Massague_2020_NSCLC,2
Lymphatic EC_Normal,GSM3516677_Laughney_Massague_2020_NSCLC,1
Lymphatic EC_Normal,GSM3516678_Laughney_Massague_2020_NSCLC,0
Lymphoid_Normal,GSM3516662_Laughney_Massague_2020_NSCLC,14
Lymphoid_Normal,GSM3516663_Laughney_Massague_2020_NSCLC,3035
Lymphoid_Normal,GSM3516664_Laughney_Massague_2020_NSCLC,123
Lymphoid_Normal,GSM3516665_Laughney_Massague_2020_NSCLC,978
Lymphoid_Normal,GSM3516666_Laughney_Massague_2020_NSCLC,1001
Lymphoid_Normal,GSM3516667_Laughney_Massague_2020_NSCLC,2834
Lymphoid_Normal,GSM3516668_Laughney_Massague_2020_NSCLC,13
Lymphoid_Normal,GSM3516669_Laughney_Massague_2020_NSCLC,70
Lymphoid_Normal,GSM3516670_Laughney_Massague_2020_NSCLC,252
Lymphoid_Normal,GSM3516671_Laughney_Massague_2020_NSCLC,73
Lymphoid_Normal,GSM3516672_Laughney_Massague_2020_NSCLC,2516
Lymphoid_Normal,GSM3516673_Laughney_Massague_2020_NSCLC,1233
Lymphoid_Normal,GSM3516674_Laughney_Massague_2020_NSCLC,49
Lymphoid_Normal,GSM3516675_Laughney_Massague_2020_NSCLC,1676
Lymphoid_Normal,GSM3516676_Laughney_Massague_2020_NSCLC,1819
Lymphoid_Normal,GSM3516677_Laughney_Massague_2020_NSCLC,1884
Lymphoid_Normal,GSM3516678_Laughney_Massague_2020_NSCLC,258
Lymphoid_Tumor,GSM3516662_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516663_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516664_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516665_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516666_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516667_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516668_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516669_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516670_Laughney_Massague_2020_NSCLC,1
Lymphoid_Tumor,GSM3516671_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516672_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516673_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516674_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516675_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516676_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516677_Laughney_Massague_2020_NSCLC,0
Lymphoid_Tumor,GSM3516678_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516662_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516663_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516664_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516665_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516666_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516667_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516668_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516669_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516670_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516671_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516672_Laughney_Massague_2020_NSCLC,1
Mesothelium_Normal,GSM3516673_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516674_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516675_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516676_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516677_Laughney_Massague_2020_NSCLC,0
Mesothelium_Normal,GSM3516678_Laughney_Massague_2020_NSCLC,0
Myeloid_Normal,GSM3516662_Laughney_Massague_2020_NSCLC,49
Myeloid_Normal,GSM3516663_Laughney_Massague_2020_NSCLC,544
Myeloid_Normal,GSM3516664_Laughney_Massague_2020_NSCLC,215
Myeloid_Normal,GSM3516665_Laughney_Massague_2020_NSCLC,1122
Myeloid_Normal,GSM3516666_Laughney_Massague_2020_NSCLC,1069
Myeloid_Normal,GSM3516667_Laughney_Massague_2020_NSCLC,232
Myeloid_Normal,GSM3516668_Laughney_Massague_2020_NSCLC,424
Myeloid_Normal,GSM3516669_Laughney_Massague_2020_NSCLC,239
Myeloid_Normal,GSM3516670_Laughney_Massague_2020_NSCLC,107
Myeloid_Normal,GSM3516671_Laughney_Massague_2020_NSCLC,97
Myeloid_Normal,GSM3516672_Laughney_Massague_2020_NSCLC,438
Myeloid_Normal,GSM3516673_Laughney_Massague_2020_NSCLC,1930
Myeloid_Normal,GSM3516674_Laughney_Massague_2020_NSCLC,55
Myeloid_Normal,GSM3516675_Laughney_Massague_2020_NSCLC,405
Myeloid_Normal,GSM3516676_Laughney_Massague_2020_NSCLC,618
Myeloid_Normal,GSM3516677_Laughney_Massague_2020_NSCLC,221
Myeloid_Normal,GSM3516678_Laughney_Massague_2020_NSCLC,43
Smooth muscle_Normal,GSM3516662_Laughney_Massague_2020_NSCLC,0
Smooth muscle_Normal,GSM3516663_Laughney_Massague_2020_NSCLC,2
Smooth muscle_Normal,GSM3516664_Laughney_Massague_2020_NSCLC,0
Smooth muscle_Normal,GSM3516665_Laughney_Massague_2020_NSCLC,18
Smooth muscle_Normal,GSM3516666_Laughney_Massague_2020_NSCLC,4
Smooth muscle_Normal,GSM3516667_Laughney_Massague_2020_NSCLC,0
Smooth muscle_Normal,GSM3516668_Laughney_Massague_2020_NSCLC,1
Smooth muscle_Normal,GSM3516669_Laughney_Massague_2020_NSCLC,6
Smooth muscle_Normal,GSM3516670_Laughney_Massague_2020_NSCLC,4
Smooth muscle_Normal,GSM3516671_Laughney_Massague_2020_NSCLC,2
Smooth muscle_Normal,GSM3516672_Laughney_Massague_2020_NSCLC,8
Smooth muscle_Normal,GSM3516673_Laughney_Massague_2020_NSCLC,0
Smooth muscle_Normal,GSM3516674_Laughney_Massague_2020_NSCLC,0
Smooth muscle_Normal,GSM3516675_Laughney_Massague_2020_NSCLC,0
Smooth muscle_Normal,GSM3516676_Laughney_Massague_2020_NSCLC,0
Smooth muscle_Normal,GSM3516677_Laughney_Massague_2020_NSCLC,8
Smooth muscle_Normal,GSM3516678_Laughney_Massague_2020_NSCLC,0
Unknown_Normal,GSM3516662_Laughney_Massague_2020_NSCLC,52
Unknown_Normal,GSM3516663_Laughney_Massague_2020_NSCLC,39
Unknown_Normal,GSM3516664_Laughney_Massague_2020_NSCLC,7
Unknown_Normal,GSM3516665_Laughney_Massague_2020_NSCLC,149
Unknown_Normal,GSM3516666_Laughney_Massague_2020_NSCLC,3
Unknown_Normal,GSM3516667_Laughney_Massague_2020_NSCLC,20
Unknown_Normal,GSM3516668_Laughney_Massague_2020_NSCLC,54
Unknown_Normal,GSM3516669_Laughney_Massague_2020_NSCLC,45
Unknown_Normal,GSM3516670_Laughney_Massague_2020_NSCLC,15
Unknown_Normal,GSM3516671_Laughney_Massague_2020_NSCLC,310
Unknown_Normal,GSM3516672_Laughney_Massague_2020_NSCLC,74
Unknown_Normal,GSM3516673_Laughney_Massague_2020_NSCLC,5
Unknown_Normal,GSM3516674_Laughney_Massague_2020_NSCLC,79
Unknown_Normal,GSM3516675_Laughney_Massague_2020_NSCLC,2
Unknown_Normal,GSM3516676_Laughney_Massague_2020_NSCLC,9
Unknown_Normal,GSM3516677_Laughney_Massague_2020_NSCLC,15
Unknown_Normal,GSM3516678_Laughney_Massague_2020_NSCLC,18
Unknown_Tumor,GSM3516662_Laughney_Massague_2020_NSCLC,0
Unknown_Tumor,GSM3516663_Laughney_Massague_2020_NSCLC,0
Unknown_Tumor,GSM3516664_Laughney_Massague_2020_NSCLC,250
Unknown_Tumor,GSM3516665_Laughney_Massague_2020_NSCLC,0
Unknown_Tumor,GSM3516666_Laughney_Massague_2020_NSCLC,0
Unknown_Tumor,GSM3516667_Laughney_Massague_2020_NSCLC,0
Unknown_Tumor,GSM3516668_Laughney_Massague_2020_NSCLC,0
Unknown_Tumor,GSM3516669_Laughney_Massague_2020_NSCLC,1
Unknown_Tumor,GSM3516670_Laughney_Massague_2020_NSCLC,12
Unknown_Tumor,GSM3516671_Laughney_Massague_2020_NSCLC,2
Unknown_Tumor,GSM3516672_Laughney_Massague_2020_NSCLC,6
Unknown_Tumor,GSM3516673_Laughney_Massague_2020_NSCLC,0
Unknown_Tumor,GSM3516674_Laughney_Massague_2020_NSCLC,0
Unknown_Tumor,GSM3516675_Laughney_Massague_2020_NSCLC,0
Unknown_Tumor,GSM3516676_Laughney_Massague_2020_NSCLC,0
Unknown_Tumor,GSM3516677_Laughney_Massague_2020_NSCLC,0
Unknown_Tumor,GSM3516678_Laughney_Massague_2020_NSCLC,0
Airway epithelium_Normal,BT1375_Lambrechts_2018_LUAD_6653,82
Airway epithelium_Normal,BT1376_Lambrechts_2018_LUAD_6653,4
Airway epithelium_Normal,BT1377_Lambrechts_2018_LUAD_6653,3
Airway epithelium_Normal,BT1378_Lambrechts_2018_LUAD_6653,47
Airway epithelium_Normal,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,1
Airway epithelium_Normal,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,1
Airway epithelium_Normal,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,20
Airway epithelium_Normal,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,44
Airway epithelium_Normal,scrBT1429m_Lambrechts_2018_LUAD_6653,26
Airway epithelium_Normal,scrBT1430m_Lambrechts_2018_LUAD_6653,2
Airway epithelium_Normal,scrBT1431m_Lambrechts_2018_LUAD_6653,2
Airway epithelium_Normal,scrBT1432m_Lambrechts_2018_LUAD_6653,1
Airway epithelium_Tumor,BT1375_Lambrechts_2018_LUAD_6653,7
Airway epithelium_Tumor,BT1376_Lambrechts_2018_LUAD_6653,22
Airway epithelium_Tumor,BT1377_Lambrechts_2018_LUAD_6653,12
Airway epithelium_Tumor,BT1378_Lambrechts_2018_LUAD_6653,2
Airway epithelium_Tumor,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,28
Airway epithelium_Tumor,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,46
Airway epithelium_Tumor,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,45
Airway epithelium_Tumor,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,0
Airway epithelium_Tumor,scrBT1429m_Lambrechts_2018_LUAD_6653,0
Airway epithelium_Tumor,scrBT1430m_Lambrechts_2018_LUAD_6653,7
Airway epithelium_Tumor,scrBT1431m_Lambrechts_2018_LUAD_6653,1
Airway epithelium_Tumor,scrBT1432m_Lambrechts_2018_LUAD_6653,1
Alveolar epithelium_Normal,BT1375_Lambrechts_2018_LUAD_6653,26
Alveolar epithelium_Normal,BT1376_Lambrechts_2018_LUAD_6653,24
Alveolar epithelium_Normal,BT1377_Lambrechts_2018_LUAD_6653,17
Alveolar epithelium_Normal,BT1378_Lambrechts_2018_LUAD_6653,111
Alveolar epithelium_Normal,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,59
Alveolar epithelium_Normal,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,96
Alveolar epithelium_Normal,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,67
Alveolar epithelium_Normal,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,349
Alveolar epithelium_Normal,scrBT1429m_Lambrechts_2018_LUAD_6653,204
Alveolar epithelium_Normal,scrBT1430m_Lambrechts_2018_LUAD_6653,14
Alveolar epithelium_Normal,scrBT1431m_Lambrechts_2018_LUAD_6653,36
Alveolar epithelium_Normal,scrBT1432m_Lambrechts_2018_LUAD_6653,4
Alveolar epithelium_Tumor,BT1375_Lambrechts_2018_LUAD_6653,104
Alveolar epithelium_Tumor,BT1376_Lambrechts_2018_LUAD_6653,214
Alveolar epithelium_Tumor,BT1377_Lambrechts_2018_LUAD_6653,65
Alveolar epithelium_Tumor,BT1378_Lambrechts_2018_LUAD_6653,0
Alveolar epithelium_Tumor,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,5
Alveolar epithelium_Tumor,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,4
Alveolar epithelium_Tumor,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,1
Alveolar epithelium_Tumor,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,0
Alveolar epithelium_Tumor,scrBT1429m_Lambrechts_2018_LUAD_6653,0
Alveolar epithelium_Tumor,scrBT1430m_Lambrechts_2018_LUAD_6653,29
Alveolar epithelium_Tumor,scrBT1431m_Lambrechts_2018_LUAD_6653,2
Alveolar epithelium_Tumor,scrBT1432m_Lambrechts_2018_LUAD_6653,1
Blood vessels_Normal,BT1375_Lambrechts_2018_LUAD_6653,4
Blood vessels_Normal,BT1376_Lambrechts_2018_LUAD_6653,8
Blood vessels_Normal,BT1377_Lambrechts_2018_LUAD_6653,10
Blood vessels_Normal,BT1378_Lambrechts_2018_LUAD_6653,82
Blood vessels_Normal,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,53
Blood vessels_Normal,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,59
Blood vessels_Normal,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,33
Blood vessels_Normal,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,59
Blood vessels_Normal,scrBT1429m_Lambrechts_2018_LUAD_6653,446
Blood vessels_Normal,scrBT1430m_Lambrechts_2018_LUAD_6653,4
Blood vessels_Normal,scrBT1431m_Lambrechts_2018_LUAD_6653,28
Blood vessels_Normal,scrBT1432m_Lambrechts_2018_LUAD_6653,4
Blood vessels_Tumor,BT1375_Lambrechts_2018_LUAD_6653,0
Blood vessels_Tumor,BT1376_Lambrechts_2018_LUAD_6653,0
Blood vessels_Tumor,BT1377_Lambrechts_2018_LUAD_6653,0
Blood vessels_Tumor,BT1378_Lambrechts_2018_LUAD_6653,0
Blood vessels_Tumor,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,0
Blood vessels_Tumor,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,0
Blood vessels_Tumor,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,0
Blood vessels_Tumor,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,0
Blood vessels_Tumor,scrBT1429m_Lambrechts_2018_LUAD_6653,0
Blood vessels_Tumor,scrBT1430m_Lambrechts_2018_LUAD_6653,0
Blood vessels_Tumor,scrBT1431m_Lambrechts_2018_LUAD_6653,1
Blood vessels_Tumor,scrBT1432m_Lambrechts_2018_LUAD_6653,1
Fibroblast lineage_Normal,BT1375_Lambrechts_2018_LUAD_6653,1
Fibroblast lineage_Normal,BT1376_Lambrechts_2018_LUAD_6653,11
Fibroblast lineage_Normal,BT1377_Lambrechts_2018_LUAD_6653,5
Fibroblast lineage_Normal,BT1378_Lambrechts_2018_LUAD_6653,22
Fibroblast lineage_Normal,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,34
Fibroblast lineage_Normal,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,32
Fibroblast lineage_Normal,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,33
Fibroblast lineage_Normal,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,34
Fibroblast lineage_Normal,scrBT1429m_Lambrechts_2018_LUAD_6653,86
Fibroblast lineage_Normal,scrBT1430m_Lambrechts_2018_LUAD_6653,8
Fibroblast lineage_Normal,scrBT1431m_Lambrechts_2018_LUAD_6653,9
Fibroblast lineage_Normal,scrBT1432m_Lambrechts_2018_LUAD_6653,7
Lymphatic EC_Normal,BT1375_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Normal,BT1376_Lambrechts_2018_LUAD_6653,2
Lymphatic EC_Normal,BT1377_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Normal,BT1378_Lambrechts_2018_LUAD_6653,2
Lymphatic EC_Normal,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Normal,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,4
Lymphatic EC_Normal,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,1
Lymphatic EC_Normal,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,12
Lymphatic EC_Normal,scrBT1429m_Lambrechts_2018_LUAD_6653,36
Lymphatic EC_Normal,scrBT1430m_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Normal,scrBT1431m_Lambrechts_2018_LUAD_6653,2
Lymphatic EC_Normal,scrBT1432m_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Tumor,BT1375_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Tumor,BT1376_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Tumor,BT1377_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Tumor,BT1378_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Tumor,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Tumor,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,1
Lymphatic EC_Tumor,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Tumor,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Tumor,scrBT1429m_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Tumor,scrBT1430m_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Tumor,scrBT1431m_Lambrechts_2018_LUAD_6653,0
Lymphatic EC_Tumor,scrBT1432m_Lambrechts_2018_LUAD_6653,0
Lymphoid_Normal,BT1375_Lambrechts_2018_LUAD_6653,786
Lymphoid_Normal,BT1376_Lambrechts_2018_LUAD_6653,471
Lymphoid_Normal,BT1377_Lambrechts_2018_LUAD_6653,316
Lymphoid_Normal,BT1378_Lambrechts_2018_LUAD_6653,1171
Lymphoid_Normal,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,983
Lymphoid_Normal,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,1052
Lymphoid_Normal,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,956
Lymphoid_Normal,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,864
Lymphoid_Normal,scrBT1429m_Lambrechts_2018_LUAD_6653,583
Lymphoid_Normal,scrBT1430m_Lambrechts_2018_LUAD_6653,1245
Lymphoid_Normal,scrBT1431m_Lambrechts_2018_LUAD_6653,2562
Lymphoid_Normal,scrBT1432m_Lambrechts_2018_LUAD_6653,999
Lymphoid_Tumor,BT1375_Lambrechts_2018_LUAD_6653,0
Lymphoid_Tumor,BT1376_Lambrechts_2018_LUAD_6653,0
Lymphoid_Tumor,BT1377_Lambrechts_2018_LUAD_6653,1
Lymphoid_Tumor,BT1378_Lambrechts_2018_LUAD_6653,0
Lymphoid_Tumor,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,0
Lymphoid_Tumor,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,0
Lymphoid_Tumor,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,3
Lymphoid_Tumor,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,0
Lymphoid_Tumor,scrBT1429m_Lambrechts_2018_LUAD_6653,0
Lymphoid_Tumor,scrBT1430m_Lambrechts_2018_LUAD_6653,10
Lymphoid_Tumor,scrBT1431m_Lambrechts_2018_LUAD_6653,0
Lymphoid_Tumor,scrBT1432m_Lambrechts_2018_LUAD_6653,1
Mesothelium_Normal,BT1375_Lambrechts_2018_LUAD_6653,0
Mesothelium_Normal,BT1376_Lambrechts_2018_LUAD_6653,0
Mesothelium_Normal,BT1377_Lambrechts_2018_LUAD_6653,0
Mesothelium_Normal,BT1378_Lambrechts_2018_LUAD_6653,0
Mesothelium_Normal,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,0
Mesothelium_Normal,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,0
Mesothelium_Normal,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,0
Mesothelium_Normal,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,7
Mesothelium_Normal,scrBT1429m_Lambrechts_2018_LUAD_6653,3
Mesothelium_Normal,scrBT1430m_Lambrechts_2018_LUAD_6653,0
Mesothelium_Normal,scrBT1431m_Lambrechts_2018_LUAD_6653,0
Mesothelium_Normal,scrBT1432m_Lambrechts_2018_LUAD_6653,0
Myeloid_Normal,BT1375_Lambrechts_2018_LUAD_6653,167
Myeloid_Normal,BT1376_Lambrechts_2018_LUAD_6653,186
Myeloid_Normal,BT1377_Lambrechts_2018_LUAD_6653,73
Myeloid_Normal,BT1378_Lambrechts_2018_LUAD_6653,1022
Myeloid_Normal,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,1225
Myeloid_Normal,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,1566
Myeloid_Normal,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,1739
Myeloid_Normal,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,3654
Myeloid_Normal,scrBT1429m_Lambrechts_2018_LUAD_6653,521
Myeloid_Normal,scrBT1430m_Lambrechts_2018_LUAD_6653,201
Myeloid_Normal,scrBT1431m_Lambrechts_2018_LUAD_6653,217
Myeloid_Normal,scrBT1432m_Lambrechts_2018_LUAD_6653,48
Myeloid_Tumor,BT1375_Lambrechts_2018_LUAD_6653,0
Myeloid_Tumor,BT1376_Lambrechts_2018_LUAD_6653,0
Myeloid_Tumor,BT1377_Lambrechts_2018_LUAD_6653,1
Myeloid_Tumor,BT1378_Lambrechts_2018_LUAD_6653,0
Myeloid_Tumor,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,0
Myeloid_Tumor,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,0
Myeloid_Tumor,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,2
Myeloid_Tumor,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,1
Myeloid_Tumor,scrBT1429m_Lambrechts_2018_LUAD_6653,0
Myeloid_Tumor,scrBT1430m_Lambrechts_2018_LUAD_6653,2
Myeloid_Tumor,scrBT1431m_Lambrechts_2018_LUAD_6653,0
Myeloid_Tumor,scrBT1432m_Lambrechts_2018_LUAD_6653,0
Smooth muscle_Normal,BT1375_Lambrechts_2018_LUAD_6653,4
Smooth muscle_Normal,BT1376_Lambrechts_2018_LUAD_6653,2
Smooth muscle_Normal,BT1377_Lambrechts_2018_LUAD_6653,1
Smooth muscle_Normal,BT1378_Lambrechts_2018_LUAD_6653,0
Smooth muscle_Normal,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,1
Smooth muscle_Normal,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,1
Smooth muscle_Normal,scrBT1427_hg19_Lambrechts_2018_LUAD_6653,1
Smooth muscle_Normal,scrBT1428_hg19_Lambrechts_2018_LUAD_6653,0
Smooth muscle_Normal,scrBT1429m_Lambrechts_2018_LUAD_6653,4
Smooth muscle_Normal,scrBT1430m_Lambrechts_2018_LUAD_6653,1
Smooth muscle_Normal,scrBT1431m_Lambrechts_2018_LUAD_6653,2
Smooth muscle_Normal,scrBT1432m_Lambrechts_2018_LUAD_6653,0
Unknown_Normal,BT1375_Lambrechts_2018_LUAD_6653,36
Unknown_Normal,BT1376_Lambrechts_2018_LUAD_6653,13
Unknown_Normal,BT1377_Lambrechts_2018_LUAD_6653,9
Unknown_Normal,BT1378_Lambrechts_2018_LUAD_6653,12
Unknown_Normal,scrBT1425_hg19_Lambrechts_2018_LUAD_6653,37
Unknown_Normal,scrBT1426_hg19_Lambrechts_2018_LUAD_6653,39
