,cell_type_tumor,sample,0
2303,Smooth muscle cell,Kim_Lee_2020_EBUS_49,0
2304,Smooth muscle cell,Kim_Lee_2020_LUNG_T28,7
2305,Smooth muscle cell,Kim_Lee_2020_LUNG_T31,31
2306,Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1290,10
2307,Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1291,6
2308,Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1292,1
2309,Smooth muscle cell,Lambrechts_Thienpont_2018_6653_scrBT1430m,0
2310,Smooth muscle cell,Lambrechts_Thienpont_2018_6653_scrBT1431m,0
2311,Smooth muscle cell,Lambrechts_Thienpont_2018_6653_scrBT1432m,0
2312,Smooth muscle cell,Laughney_Massague_2020_GSM3516665,12
2313,Smooth muscle cell,Maynard_Bivona_2020_LT_S01,0
2314,Smooth muscle cell,Maynard_Bivona_2020_LT_S11,0
2315,Smooth muscle cell,Maynard_Bivona_2020_LT_S42,0
2316,Smooth muscle cell,Maynard_Bivona_2020_LT_S52,1
2317,Smooth muscle cell,Maynard_Bivona_2020_LT_S56,0
2318,Smooth muscle cell,Maynard_Bivona_2020_LT_S57,14
2319,Smooth muscle cell,Maynard_Bivona_2020_LT_S58,4
2320,Smooth muscle cell,Maynard_Bivona_2020_LT_S67,0
2321,Smooth muscle cell,Maynard_Bivona_2020_LT_S71,53
2322,Smooth muscle cell,Maynard_Bivona_2020_LT_S74,22
2323,Smooth muscle cell,Maynard_Bivona_2020_LT_S79,6
2324,Smooth muscle cell,Maynard_Bivona_2020_LT_S82,1
2325,Smooth muscle cell,UKIM-V-2_P7_tumor_primary,0
2326,Smooth muscle cell,UKIM-V-2_P11_tumor_primary,0
2327,Smooth muscle cell,UKIM-V-2_P12_tumor_primary,1
2328,Smooth muscle cell,UKIM-V-2_P15_tumor_primary,1
2329,Smooth muscle cell,Wu_Zhou_2021_GSM4453576,2
2330,Smooth muscle cell,Wu_Zhou_2021_GSM4453577,0
2331,Smooth muscle cell,Wu_Zhou_2021_GSM4453578,0
2332,Smooth muscle cell,Wu_Zhou_2021_GSM4453579,0
2333,Smooth muscle cell,Wu_Zhou_2021_GSM4453580,0
2334,Smooth muscle cell,Wu_Zhou_2021_GSM4453581,0
2335,Smooth muscle cell,Wu_Zhou_2021_GSM4453582,0
2336,Smooth muscle cell,Wu_Zhou_2021_GSM4453583,3
2337,Smooth muscle cell,Wu_Zhou_2021_GSM4453584,5
2338,Smooth muscle cell,Wu_Zhou_2021_GSM4453585,5
2339,Smooth muscle cell,Wu_Zhou_2021_GSM4453586,2
2340,Smooth muscle cell,Wu_Zhou_2021_GSM4453587,2
2341,Smooth muscle cell,Wu_Zhou_2021_GSM4453588,0
2342,Smooth muscle cell,Wu_Zhou_2021_GSM4453589,0
2343,Smooth muscle cell,Wu_Zhou_2021_GSM4453590,0
2344,Smooth muscle cell,Wu_Zhou_2021_GSM4453591,0
2345,Smooth muscle cell,Wu_Zhou_2021_GSM4453592,1
2346,Smooth muscle cell,Wu_Zhou_2021_GSM4453593,6
2347,Smooth muscle cell,Wu_Zhou_2021_GSM4453594,0
2348,Smooth muscle cell,Wu_Zhou_2021_GSM4453595,0
2349,Smooth muscle cell,Wu_Zhou_2021_GSM4453596,0
2350,Smooth muscle cell,Wu_Zhou_2021_GSM4453597,0
2351,Smooth muscle cell,Wu_Zhou_2021_GSM4453598,0
2352,Smooth muscle cell,Wu_Zhou_2021_GSM4453599,0
2353,Smooth muscle cell,Wu_Zhou_2021_GSM4453600,0
2354,Smooth muscle cell,Wu_Zhou_2021_GSM4453601,0
2355,Smooth muscle cell,Wu_Zhou_2021_GSM4453602,0
2356,Smooth muscle cell,Wu_Zhou_2021_GSM4453603,1
2357,Smooth muscle cell,Wu_Zhou_2021_GSM4453604,0
2358,Smooth muscle cell,Wu_Zhou_2021_GSM4453605,0
2359,Smooth muscle cell,Wu_Zhou_2021_GSM4453606,0
2360,Smooth muscle cell,Wu_Zhou_2021_GSM4453607,0
2361,Smooth muscle cell,Wu_Zhou_2021_GSM4453608,0
2362,Smooth muscle cell,Wu_Zhou_2021_GSM4453609,0
2363,Smooth muscle cell,Wu_Zhou_2021_GSM4453610,0
2364,Smooth muscle cell,Wu_Zhou_2021_GSM4453611,0
2365,Smooth muscle cell,Wu_Zhou_2021_GSM4453612,0
2366,Smooth muscle cell,Wu_Zhou_2021_GSM4453613,0
2367,Smooth muscle cell,Wu_Zhou_2021_GSM4453614,0
2368,Smooth muscle cell,Wu_Zhou_2021_GSM4453615,0
2369,Smooth muscle cell,Wu_Zhou_2021_GSM4453616,5
2370,Smooth muscle cell,Wu_Zhou_2021_GSM4453617,0
2371,Smooth muscle cell,Zilionis_Klein_2019_p2t1,0
2372,Smooth muscle cell,Zilionis_Klein_2019_p2t2,0
2373,Smooth muscle cell,Zilionis_Klein_2019_p3t1,2
2374,Smooth muscle cell,Zilionis_Klein_2019_p3t2,6
2375,Smooth muscle cell,Zilionis_Klein_2019_p3t3,5
2376,Smooth muscle cell,Zilionis_Klein_2019_p5t1,0
2377,Smooth muscle cell,Zilionis_Klein_2019_p5t2,2
2378,Smooth muscle cell,Zilionis_Klein_2019_p7t1,2
2379,Smooth muscle cell,Zilionis_Klein_2019_p7t2,0
2380,T cell CD4,Chen_Zhang_2020_NSCLC-4,1314
2381,T cell CD4,Chen_Zhang_2020_NSCLC-5,1354
2382,T cell CD4,Chen_Zhang_2020_NSCLC-8,1085
2383,T cell CD4,Chen_Zhang_2020_NSCLC-9,16
2384,T cell CD4,Chen_Zhang_2020_NSCLC-10,2629
2385,T cell CD4,Kim_Lee_2020_BRONCHO_58,277
2386,T cell CD4,Kim_Lee_2020_EBUS_06,213
2387,T cell CD4,Kim_Lee_2020_EBUS_28,71
2388,T cell CD4,Kim_Lee_2020_EBUS_49,254
2389,T cell CD4,Kim_Lee_2020_LUNG_T28,485
2390,T cell CD4,Kim_Lee_2020_LUNG_T31,941
2391,T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1290,373
2392,T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1291,335
2393,T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1292,325
2394,T cell CD4,Lambrechts_Thienpont_2018_6653_scrBT1430m,238
2395,T cell CD4,Lambrechts_Thienpont_2018_6653_scrBT1431m,710
2396,T cell CD4,Lambrechts_Thienpont_2018_6653_scrBT1432m,213
2397,T cell CD4,Laughney_Massague_2020_GSM3516665,268
2398,T cell CD4,Maynard_Bivona_2020_LT_S01,0
2399,T cell CD4,Maynard_Bivona_2020_LT_S11,3
2400,T cell CD4,Maynard_Bivona_2020_LT_S42,14
2401,T cell CD4,Maynard_Bivona_2020_LT_S52,0
2402,T cell CD4,Maynard_Bivona_2020_LT_S56,3
2403,T cell CD4,Maynard_Bivona_2020_LT_S57,62
2404,T cell CD4,Maynard_Bivona_2020_LT_S58,74
2405,T cell CD4,Maynard_Bivona_2020_LT_S67,0
2406,T cell CD4,Maynard_Bivona_2020_LT_S71,46
2407,T cell CD4,Maynard_Bivona_2020_LT_S74,65
2408,T cell CD4,Maynard_Bivona_2020_LT_S79,69
2409,T cell CD4,Maynard_Bivona_2020_LT_S82,57
2410,T cell CD4,UKIM-V-2_P7_tumor_primary,570
2411,T cell CD4,UKIM-V-2_P11_tumor_primary,926
2412,T cell CD4,UKIM-V-2_P12_tumor_primary,1314
2413,T cell CD4,UKIM-V-2_P15_tumor_primary,506
2414,T cell CD4,Wu_Zhou_2021_GSM4453576,1
2415,T cell CD4,Wu_Zhou_2021_GSM4453577,1
2416,T cell CD4,Wu_Zhou_2021_GSM4453578,0
2417,T cell CD4,Wu_Zhou_2021_GSM4453579,10
2418,T cell CD4,Wu_Zhou_2021_GSM4453580,4
2419,T cell CD4,Wu_Zhou_2021_GSM4453581,3
2420,T cell CD4,Wu_Zhou_2021_GSM4453582,101
2421,T cell CD4,Wu_Zhou_2021_GSM4453583,27
2422,T cell CD4,Wu_Zhou_2021_GSM4453584,4
2423,T cell CD4,Wu_Zhou_2021_GSM4453585,3
2424,T cell CD4,Wu_Zhou_2021_GSM4453586,6
2425,T cell CD4,Wu_Zhou_2021_GSM4453587,5
2426,T cell CD4,Wu_Zhou_2021_GSM4453588,28
2427,T cell CD4,Wu_Zhou_2021_GSM4453589,0
2428,T cell CD4,Wu_Zhou_2021_GSM4453590,0
2429,T cell CD4,Wu_Zhou_2021_GSM4453591,0
2430,T cell CD4,Wu_Zhou_2021_GSM4453592,0
2431,T cell CD4,Wu_Zhou_2021_GSM4453593,7
2432,T cell CD4,Wu_Zhou_2021_GSM4453594,17
2433,T cell CD4,Wu_Zhou_2021_GSM4453595,1
2434,T cell CD4,Wu_Zhou_2021_GSM4453596,1
2435,T cell CD4,Wu_Zhou_2021_GSM4453597,59
2436,T cell CD4,Wu_Zhou_2021_GSM4453598,5
2437,T cell CD4,Wu_Zhou_2021_GSM4453599,26
2438,T cell CD4,Wu_Zhou_2021_GSM4453600,1
2439,T cell CD4,Wu_Zhou_2021_GSM4453601,22
2440,T cell CD4,Wu_Zhou_2021_GSM4453602,13
2441,T cell CD4,Wu_Zhou_2021_GSM4453603,21
2442,T cell CD4,Wu_Zhou_2021_GSM4453604,1
2443,T cell CD4,Wu_Zhou_2021_GSM4453605,1
2444,T cell CD4,Wu_Zhou_2021_GSM4453606,1
2445,T cell CD4,Wu_Zhou_2021_GSM4453607,61
2446,T cell CD4,Wu_Zhou_2021_GSM4453608,0
2447,T cell CD4,Wu_Zhou_2021_GSM4453609,1
2448,T cell CD4,Wu_Zhou_2021_GSM4453610,10
2449,T cell CD4,Wu_Zhou_2021_GSM4453611,0
2450,T cell CD4,Wu_Zhou_2021_GSM4453612,3
2451,T cell CD4,Wu_Zhou_2021_GSM4453613,30
2452,T cell CD4,Wu_Zhou_2021_GSM4453614,32
2453,T cell CD4,Wu_Zhou_2021_GSM4453615,159
2454,T cell CD4,Wu_Zhou_2021_GSM4453616,0
2455,T cell CD4,Wu_Zhou_2021_GSM4453617,70
2456,T cell CD4,Zilionis_Klein_2019_p2t1,25
2457,T cell CD4,Zilionis_Klein_2019_p2t2,19
2458,T cell CD4,Zilionis_Klein_2019_p3t1,383
2459,T cell CD4,Zilionis_Klein_2019_p3t2,472
2460,T cell CD4,Zilionis_Klein_2019_p3t3,345
2461,T cell CD4,Zilionis_Klein_2019_p5t1,70
2462,T cell CD4,Zilionis_Klein_2019_p5t2,315
2463,T cell CD4,Zilionis_Klein_2019_p7t1,103
2464,T cell CD4,Zilionis_Klein_2019_p7t2,73
2465,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-4,23
2466,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-5,34
2467,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-8,28
2468,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-9,12
2469,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-10,194
2470,T cell CD4 dividing,Kim_Lee_2020_BRONCHO_58,8
2471,T cell CD4 dividing,Kim_Lee_2020_EBUS_06,1
2472,T cell CD4 dividing,Kim_Lee_2020_EBUS_28,7
2473,T cell CD4 dividing,Kim_Lee_2020_EBUS_49,1
2474,T cell CD4 dividing,Kim_Lee_2020_LUNG_T28,7
2475,T cell CD4 dividing,Kim_Lee_2020_LUNG_T31,14
2476,T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v2_BT1290,7
2477,T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v2_BT1291,6
2478,T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v2_BT1292,3
2479,T cell CD4 dividing,Lambrechts_Thienpont_2018_6653_scrBT1430m,1
2480,T cell CD4 dividing,Lambrechts_Thienpont_2018_6653_scrBT1431m,1
2481,T cell CD4 dividing,Lambrechts_Thienpont_2018_6653_scrBT1432m,5
2482,T cell CD4 dividing,Laughney_Massague_2020_GSM3516665,14
2483,T cell CD4 dividing,Maynard_Bivona_2020_LT_S01,0
2484,T cell CD4 dividing,Maynard_Bivona_2020_LT_S11,0
2485,T cell CD4 dividing,Maynard_Bivona_2020_LT_S42,0
2486,T cell CD4 dividing,Maynard_Bivona_2020_LT_S52,0
2487,T cell CD4 dividing,Maynard_Bivona_2020_LT_S56,0
2488,T cell CD4 dividing,Maynard_Bivona_2020_LT_S57,0
2489,T cell CD4 dividing,Maynard_Bivona_2020_LT_S58,14
2490,T cell CD4 dividing,Maynard_Bivona_2020_LT_S67,0
2491,T cell CD4 dividing,Maynard_Bivona_2020_LT_S71,3
2492,T cell CD4 dividing,Maynard_Bivona_2020_LT_S74,0
2493,T cell CD4 dividing,Maynard_Bivona_2020_LT_S79,9
2494,T cell CD4 dividing,Maynard_Bivona_2020_LT_S82,7
2495,T cell CD4 dividing,UKIM-V-2_P7_tumor_primary,2
2496,T cell CD4 dividing,UKIM-V-2_P11_tumor_primary,16
2497,T cell CD4 dividing,UKIM-V-2_P12_tumor_primary,17
2498,T cell CD4 dividing,UKIM-V-2_P15_tumor_primary,23
2499,T cell CD4 dividing,Wu_Zhou_2021_GSM4453576,13
2500,T cell CD4 dividing,Wu_Zhou_2021_GSM4453577,0
2501,T cell CD4 dividing,Wu_Zhou_2021_GSM4453578,4
2502,T cell CD4 dividing,Wu_Zhou_2021_GSM4453579,78
2503,T cell CD4 dividing,Wu_Zhou_2021_GSM4453580,8
2504,T cell CD4 dividing,Wu_Zhou_2021_GSM4453581,7
2505,T cell CD4 dividing,Wu_Zhou_2021_GSM4453582,50
2506,T cell CD4 dividing,Wu_Zhou_2021_GSM4453583,8
2507,T cell CD4 dividing,Wu_Zhou_2021_GSM4453584,10
2508,T cell CD4 dividing,Wu_Zhou_2021_GSM4453585,8
2509,T cell CD4 dividing,Wu_Zhou_2021_GSM4453586,2
2510,T cell CD4 dividing,Wu_Zhou_2021_GSM4453587,4
2511,T cell CD4 dividing,Wu_Zhou_2021_GSM4453588,4
2512,T cell CD4 dividing,Wu_Zhou_2021_GSM4453589,4
2513,T cell CD4 dividing,Wu_Zhou_2021_GSM4453590,1
2514,T cell CD4 dividing,Wu_Zhou_2021_GSM4453591,0
2515,T cell CD4 dividing,Wu_Zhou_2021_GSM4453592,0
2516,T cell CD4 dividing,Wu_Zhou_2021_GSM4453593,7
2517,T cell CD4 dividing,Wu_Zhou_2021_GSM4453594,0
2518,T cell CD4 dividing,Wu_Zhou_2021_GSM4453595,0
2519,T cell CD4 dividing,Wu_Zhou_2021_GSM4453596,6
2520,T cell CD4 dividing,Wu_Zhou_2021_GSM4453597,5
2521,T cell CD4 dividing,Wu_Zhou_2021_GSM4453598,2
2522,T cell CD4 dividing,Wu_Zhou_2021_GSM4453599,2
2523,T cell CD4 dividing,Wu_Zhou_2021_GSM4453600,1
2524,T cell CD4 dividing,Wu_Zhou_2021_GSM4453601,0
2525,T cell CD4 dividing,Wu_Zhou_2021_GSM4453602,2
2526,T cell CD4 dividing,Wu_Zhou_2021_GSM4453603,3
2527,T cell CD4 dividing,Wu_Zhou_2021_GSM4453604,1
2528,T cell CD4 dividing,Wu_Zhou_2021_GSM4453605,2
2529,T cell CD4 dividing,Wu_Zhou_2021_GSM4453606,1
2530,T cell CD4 dividing,Wu_Zhou_2021_GSM4453607,0
2531,T cell CD4 dividing,Wu_Zhou_2021_GSM4453608,1
2532,T cell CD4 dividing,Wu_Zhou_2021_GSM4453609,5
2533,T cell CD4 dividing,Wu_Zhou_2021_GSM4453610,0
2534,T cell CD4 dividing,Wu_Zhou_2021_GSM4453611,1
2535,T cell CD4 dividing,Wu_Zhou_2021_GSM4453612,0
2536,T cell CD4 dividing,Wu_Zhou_2021_GSM4453613,8
2537,T cell CD4 dividing,Wu_Zhou_2021_GSM4453614,27
2538,T cell CD4 dividing,Wu_Zhou_2021_GSM4453615,1
2539,T cell CD4 dividing,Wu_Zhou_2021_GSM4453616,1
2540,T cell CD4 dividing,Wu_Zhou_2021_GSM4453617,18
2541,T cell CD4 dividing,Zilionis_Klein_2019_p2t1,0
2542,T cell CD4 dividing,Zilionis_Klein_2019_p2t2,0
2543,T cell CD4 dividing,Zilionis_Klein_2019_p3t1,1
2544,T cell CD4 dividing,Zilionis_Klein_2019_p3t2,1
2545,T cell CD4 dividing,Zilionis_Klein_2019_p3t3,1
2546,T cell CD4 dividing,Zilionis_Klein_2019_p5t1,1
2547,T cell CD4 dividing,Zilionis_Klein_2019_p5t2,1
2548,T cell CD4 dividing,Zilionis_Klein_2019_p7t1,0
2549,T cell CD4 dividing,Zilionis_Klein_2019_p7t2,7
2550,T cell CD8 activated,Chen_Zhang_2020_NSCLC-4,85
2551,T cell CD8 activated,Chen_Zhang_2020_NSCLC-5,39
2552,T cell CD8 activated,Chen_Zhang_2020_NSCLC-8,19
2553,T cell CD8 activated,Chen_Zhang_2020_NSCLC-9,0
2554,T cell CD8 activated,Chen_Zhang_2020_NSCLC-10,168
2555,T cell CD8 activated,Kim_Lee_2020_BRONCHO_58,5
2556,T cell CD8 activated,Kim_Lee_2020_EBUS_06,2
2557,T cell CD8 activated,Kim_Lee_2020_EBUS_28,3
2558,T cell CD8 activated,Kim_Lee_2020_EBUS_49,0
2559,T cell CD8 activated,Kim_Lee_2020_LUNG_T28,25
2560,T cell CD8 activated,Kim_Lee_2020_LUNG_T31,208
2561,T cell CD8 activated,Lambrechts_Thienpont_2018_6149v2_BT1290,5
2562,T cell CD8 activated,Lambrechts_Thienpont_2018_6149v2_BT1291,4
2563,T cell CD8 activated,Lambrechts_Thienpont_2018_6149v2_BT1292,0
2564,T cell CD8 activated,Lambrechts_Thienpont_2018_6653_scrBT1430m,3
2565,T cell CD8 activated,Lambrechts_Thienpont_2018_6653_scrBT1431m,3
2566,T cell CD8 activated,Lambrechts_Thienpont_2018_6653_scrBT1432m,2
2567,T cell CD8 activated,Laughney_Massague_2020_GSM3516665,36
2568,T cell CD8 activated,Maynard_Bivona_2020_LT_S01,0
2569,T cell CD8 activated,Maynard_Bivona_2020_LT_S11,0
2570,T cell CD8 activated,Maynard_Bivona_2020_LT_S42,0
2571,T cell CD8 activated,Maynard_Bivona_2020_LT_S52,0
2572,T cell CD8 activated,Maynard_Bivona_2020_LT_S56,0
2573,T cell CD8 activated,Maynard_Bivona_2020_LT_S57,1
2574,T cell CD8 activated,Maynard_Bivona_2020_LT_S58,0
2575,T cell CD8 activated,Maynard_Bivona_2020_LT_S67,0
2576,T cell CD8 activated,Maynard_Bivona_2020_LT_S71,9
2577,T cell CD8 activated,Maynard_Bivona_2020_LT_S74,1
2578,T cell CD8 activated,Maynard_Bivona_2020_LT_S79,6
2579,T cell CD8 activated,Maynard_Bivona_2020_LT_S82,0
2580,T cell CD8 activated,UKIM-V-2_P7_tumor_primary,7
2581,T cell CD8 activated,UKIM-V-2_P11_tumor_primary,16
2582,T cell CD8 activated,UKIM-V-2_P12_tumor_primary,44
2583,T cell CD8 activated,UKIM-V-2_P15_tumor_primary,48
2584,T cell CD8 activated,Wu_Zhou_2021_GSM4453576,0
2585,T cell CD8 activated,Wu_Zhou_2021_GSM4453577,0
2586,T cell CD8 activated,Wu_Zhou_2021_GSM4453578,0
2587,T cell CD8 activated,Wu_Zhou_2021_GSM4453579,1
2588,T cell CD8 activated,Wu_Zhou_2021_GSM4453580,0
2589,T cell CD8 activated,Wu_Zhou_2021_GSM4453581,0
2590,T cell CD8 activated,Wu_Zhou_2021_GSM4453582,4
2591,T cell CD8 activated,Wu_Zhou_2021_GSM4453583,2
2592,T cell CD8 activated,Wu_Zhou_2021_GSM4453584,0
2593,T cell CD8 activated,Wu_Zhou_2021_GSM4453585,0
2594,T cell CD8 activated,Wu_Zhou_2021_GSM4453586,0
2595,T cell CD8 activated,Wu_Zhou_2021_GSM4453587,1
2596,T cell CD8 activated,Wu_Zhou_2021_GSM4453588,3
2597,T cell CD8 activated,Wu_Zhou_2021_GSM4453589,0
2598,T cell CD8 activated,Wu_Zhou_2021_GSM4453590,0
2599,T cell CD8 activated,Wu_Zhou_2021_GSM4453591,0
2600,T cell CD8 activated,Wu_Zhou_2021_GSM4453592,0
2601,T cell CD8 activated,Wu_Zhou_2021_GSM4453593,0
2602,T cell CD8 activated,Wu_Zhou_2021_GSM4453594,0
2603,T cell CD8 activated,Wu_Zhou_2021_GSM4453595,0
2604,T cell CD8 activated,Wu_Zhou_2021_GSM4453596,0
2605,T cell CD8 activated,Wu_Zhou_2021_GSM4453597,8
2606,T cell CD8 activated,Wu_Zhou_2021_GSM4453598,0
2607,T cell CD8 activated,Wu_Zhou_2021_GSM4453599,1
2608,T cell CD8 activated,Wu_Zhou_2021_GSM4453600,0
2609,T cell CD8 activated,Wu_Zhou_2021_GSM4453601,0
2610,T cell CD8 activated,Wu_Zhou_2021_GSM4453602,0
2611,T cell CD8 activated,Wu_Zhou_2021_GSM4453603,1
2612,T cell CD8 activated,Wu_Zhou_2021_GSM4453604,0
2613,T cell CD8 activated,Wu_Zhou_2021_GSM4453605,0
2614,T cell CD8 activated,Wu_Zhou_2021_GSM4453606,0
2615,T cell CD8 activated,Wu_Zhou_2021_GSM4453607,0
2616,T cell CD8 activated,Wu_Zhou_2021_GSM4453608,0
2617,T cell CD8 activated,Wu_Zhou_2021_GSM4453609,0
2618,T cell CD8 activated,Wu_Zhou_2021_GSM4453610,0
2619,T cell CD8 activated,Wu_Zhou_2021_GSM4453611,0
2620,T cell CD8 activated,Wu_Zhou_2021_GSM4453612,0
2621,T cell CD8 activated,Wu_Zhou_2021_GSM4453613,1
2622,T cell CD8 activated,Wu_Zhou_2021_GSM4453614,13
2623,T cell CD8 activated,Wu_Zhou_2021_GSM4453615,7
2624,T cell CD8 activated,Wu_Zhou_2021_GSM4453616,0
2625,T cell CD8 activated,Wu_Zhou_2021_GSM4453617,1
2626,T cell CD8 activated,Zilionis_Klein_2019_p2t1,3
2627,T cell CD8 activated,Zilionis_Klein_2019_p2t2,1
2628,T cell CD8 activated,Zilionis_Klein_2019_p3t1,136
2629,T cell CD8 activated,Zilionis_Klein_2019_p3t2,108
2630,T cell CD8 activated,Zilionis_Klein_2019_p3t3,80
2631,T cell CD8 activated,Zilionis_Klein_2019_p5t1,0
2632,T cell CD8 activated,Zilionis_Klein_2019_p5t2,27
2633,T cell CD8 activated,Zilionis_Klein_2019_p7t1,20
2634,T cell CD8 activated,Zilionis_Klein_2019_p7t2,16
2635,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-4,16
2636,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-5,57
2637,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-8,21
2638,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-9,0
2639,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-10,247
2640,T cell CD8 dividing,Kim_Lee_2020_BRONCHO_58,14
2641,T cell CD8 dividing,Kim_Lee_2020_EBUS_06,6
2642,T cell CD8 dividing,Kim_Lee_2020_EBUS_28,5
2643,T cell CD8 dividing,Kim_Lee_2020_EBUS_49,14
2644,T cell CD8 dividing,Kim_Lee_2020_LUNG_T28,32
2645,T cell CD8 dividing,Kim_Lee_2020_LUNG_T31,28
2646,T cell CD8 dividing,Lambrechts_Thienpont_2018_6149v2_BT1290,31
2647,T cell CD8 dividing,Lambrechts_Thienpont_2018_6149v2_BT1291,36
2648,T cell CD8 dividing,Lambrechts_Thienpont_2018_6149v2_BT1292,12
2649,T cell CD8 dividing,Lambrechts_Thienpont_2018_6653_scrBT1430m,27
2650,T cell CD8 dividing,Lambrechts_Thienpont_2018_6653_scrBT1431m,3
2651,T cell CD8 dividing,Lambrechts_Thienpont_2018_6653_scrBT1432m,11
2652,T cell CD8 dividing,Laughney_Massague_2020_GSM3516665,7
2653,T cell CD8 dividing,Maynard_Bivona_2020_LT_S01,0
2654,T cell CD8 dividing,Maynard_Bivona_2020_LT_S11,0
2655,T cell CD8 dividing,Maynard_Bivona_2020_LT_S42,0
2656,T cell CD8 dividing,Maynard_Bivona_2020_LT_S52,0
2657,T cell CD8 dividing,Maynard_Bivona_2020_LT_S56,0
2658,T cell CD8 dividing,Maynard_Bivona_2020_LT_S57,3
2659,T cell CD8 dividing,Maynard_Bivona_2020_LT_S58,32
2660,T cell CD8 dividing,Maynard_Bivona_2020_LT_S67,0
2661,T cell CD8 dividing,Maynard_Bivona_2020_LT_S71,0
2662,T cell CD8 dividing,Maynard_Bivona_2020_LT_S74,0
2663,T cell CD8 dividing,Maynard_Bivona_2020_LT_S79,2
2664,T cell CD8 dividing,Maynard_Bivona_2020_LT_S82,4
2665,T cell CD8 dividing,UKIM-V-2_P7_tumor_primary,4
2666,T cell CD8 dividing,UKIM-V-2_P11_tumor_primary,10
2667,T cell CD8 dividing,UKIM-V-2_P12_tumor_primary,32
2668,T cell CD8 dividing,UKIM-V-2_P15_tumor_primary,47
2669,T cell CD8 dividing,Wu_Zhou_2021_GSM4453576,8
2670,T cell CD8 dividing,Wu_Zhou_2021_GSM4453577,0
2671,T cell CD8 dividing,Wu_Zhou_2021_GSM4453578,3
2672,T cell CD8 dividing,Wu_Zhou_2021_GSM4453579,59
2673,T cell CD8 dividing,Wu_Zhou_2021_GSM4453580,0
2674,T cell CD8 dividing,Wu_Zhou_2021_GSM4453581,11
2675,T cell CD8 dividing,Wu_Zhou_2021_GSM4453582,29
2676,T cell CD8 dividing,Wu_Zhou_2021_GSM4453583,0
2677,T cell CD8 dividing,Wu_Zhou_2021_GSM4453584,7
2678,T cell CD8 dividing,Wu_Zhou_2021_GSM4453585,3
2679,T cell CD8 dividing,Wu_Zhou_2021_GSM4453586,4
2680,T cell CD8 dividing,Wu_Zhou_2021_GSM4453587,1
2681,T cell CD8 dividing,Wu_Zhou_2021_GSM4453588,0
2682,T cell CD8 dividing,Wu_Zhou_2021_GSM4453589,2
2683,T cell CD8 dividing,Wu_Zhou_2021_GSM4453590,0
2684,T cell CD8 dividing,Wu_Zhou_2021_GSM4453591,0
2685,T cell CD8 dividing,Wu_Zhou_2021_GSM4453592,0
2686,T cell CD8 dividing,Wu_Zhou_2021_GSM4453593,11
2687,T cell CD8 dividing,Wu_Zhou_2021_GSM4453594,0
2688,T cell CD8 dividing,Wu_Zhou_2021_GSM4453595,0
2689,T cell CD8 dividing,Wu_Zhou_2021_GSM4453596,1
2690,T cell CD8 dividing,Wu_Zhou_2021_GSM4453597,1
2691,T cell CD8 dividing,Wu_Zhou_2021_GSM4453598,2
2692,T cell CD8 dividing,Wu_Zhou_2021_GSM4453599,1
2693,T cell CD8 dividing,Wu_Zhou_2021_GSM4453600,0
2694,T cell CD8 dividing,Wu_Zhou_2021_GSM4453601,0
2695,T cell CD8 dividing,Wu_Zhou_2021_GSM4453602,0
2696,T cell CD8 dividing,Wu_Zhou_2021_GSM4453603,0
2697,T cell CD8 dividing,Wu_Zhou_2021_GSM4453604,0
2698,T cell CD8 dividing,Wu_Zhou_2021_GSM4453605,0
2699,T cell CD8 dividing,Wu_Zhou_2021_GSM4453606,0
2700,T cell CD8 dividing,Wu_Zhou_2021_GSM4453607,0
2701,T cell CD8 dividing,Wu_Zhou_2021_GSM4453608,0
2702,T cell CD8 dividing,Wu_Zhou_2021_GSM4453609,2
2703,T cell CD8 dividing,Wu_Zhou_2021_GSM4453610,0
2704,T cell CD8 dividing,Wu_Zhou_2021_GSM4453611,0
2705,T cell CD8 dividing,Wu_Zhou_2021_GSM4453612,1
2706,T cell CD8 dividing,Wu_Zhou_2021_GSM4453613,1
2707,T cell CD8 dividing,Wu_Zhou_2021_GSM4453614,3
2708,T cell CD8 dividing,Wu_Zhou_2021_GSM4453615,0
2709,T cell CD8 dividing,Wu_Zhou_2021_GSM4453616,0
2710,T cell CD8 dividing,Wu_Zhou_2021_GSM4453617,10
