cell_type_tumor,sample,0
ROS1+ healthy epithelial,Laughney_Massague_2020_GSM3516670,0
ROS1+ healthy epithelial,Laughney_Massague_2020_GSM3516672,0
ROS1+ healthy epithelial,Laughney_Massague_2020_GSM3516674,0
ROS1+ healthy epithelial,Maynard_Bivona_2020_LT_S66,3
ROS1+ healthy epithelial,UKIM-V-2_P4_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P5_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P6_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P8_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P9_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P10_tumor_primary,2
ROS1+ healthy epithelial,UKIM-V-2_P13_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V-2_P14_tumor_primary,1
ROS1+ healthy epithelial,UKIM-V-2_P16_tumor_primary,1
ROS1+ healthy epithelial,UKIM-V-2_P17_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V_P1_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V_P2_tumor_primary,0
ROS1+ healthy epithelial,UKIM-V_P3_tumor_primary,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p1t1,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p1t2,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p1t3,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p1t4,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p4t1,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p4t2,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p4t3,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p6t1,0
ROS1+ healthy epithelial,Zilionis_Klein_2019_p6t2,0
Smooth muscle cell,Chen_Zhang_2020_NSCLC-1,3
Smooth muscle cell,Chen_Zhang_2020_NSCLC-2,18
Smooth muscle cell,Chen_Zhang_2020_NSCLC-3,5
Smooth muscle cell,Chen_Zhang_2020_NSCLC-6,2
Smooth muscle cell,Chen_Zhang_2020_NSCLC-7,2
Smooth muscle cell,Chen_Zhang_2020_NSCLC-11,2
Smooth muscle cell,Guo_Zhang_2018_P0616A_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P0616A_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P0616A_TTR,0
Smooth muscle cell,Guo_Zhang_2018_P0616A_TTY,0
Smooth muscle cell,Guo_Zhang_2018_P0616P_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P0616P_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P0706_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P0706_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P0706_TTR,0
Smooth muscle cell,Guo_Zhang_2018_P0706_TTY,0
Smooth muscle cell,Guo_Zhang_2018_P1010_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1010_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1010_TTR,0
Smooth muscle cell,Guo_Zhang_2018_P1010_TTY,0
Smooth muscle cell,Guo_Zhang_2018_P1118_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1118_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1120_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1120_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1120_TTR,0
Smooth muscle cell,Guo_Zhang_2018_P1120_TTY,0
Smooth muscle cell,Guo_Zhang_2018_P1202_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1202_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1202_TTR,0
Smooth muscle cell,Guo_Zhang_2018_P1202_TTY,0
Smooth muscle cell,Guo_Zhang_2018_P1208_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1208_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1219_TTC,0
Smooth muscle cell,Guo_Zhang_2018_P1219_TTH,0
Smooth muscle cell,Guo_Zhang_2018_P1219_TTY,0
Smooth muscle cell,He_Fan_2021_LUAD1,4
Smooth muscle cell,He_Fan_2021_LUAD2,3
Smooth muscle cell,He_Fan_2021_LUAD3,7
Smooth muscle cell,He_Fan_2021_LUAD4,6
Smooth muscle cell,He_Fan_2021_LUAD5,4
Smooth muscle cell,Kim_Lee_2020_LUNG_T06,33
Smooth muscle cell,Kim_Lee_2020_LUNG_T08,4
Smooth muscle cell,Kim_Lee_2020_LUNG_T09,1
Smooth muscle cell,Kim_Lee_2020_LUNG_T18,29
Smooth muscle cell,Kim_Lee_2020_LUNG_T19,20
Smooth muscle cell,Kim_Lee_2020_LUNG_T20,2
Smooth muscle cell,Kim_Lee_2020_LUNG_T25,0
Smooth muscle cell,Kim_Lee_2020_LUNG_T30,3
Smooth muscle cell,Kim_Lee_2020_LUNG_T34,4
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT1A,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT1B,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT1C,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT2A,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT2B,1
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v1_BT1249,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1295,1
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1296,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1297,1
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1298,4
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1299,8
Smooth muscle cell,Lambrechts_Thienpont_2018_6149v2_BT1300,6
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_BT1375,3
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_BT1376,2
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_BT1377,0
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,1
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,1
Smooth muscle cell,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,2
Smooth muscle cell,Laughney_Massague_2020_GSM3516662,1
Smooth muscle cell,Laughney_Massague_2020_GSM3516663,1
Smooth muscle cell,Laughney_Massague_2020_GSM3516667,0
Smooth muscle cell,Laughney_Massague_2020_GSM3516669,6
Smooth muscle cell,Laughney_Massague_2020_GSM3516670,3
Smooth muscle cell,Laughney_Massague_2020_GSM3516672,11
Smooth muscle cell,Laughney_Massague_2020_GSM3516674,0
Smooth muscle cell,Maynard_Bivona_2020_LT_S66,82
Smooth muscle cell,UKIM-V-2_P4_tumor_primary,0
Smooth muscle cell,UKIM-V-2_P5_tumor_primary,0
Smooth muscle cell,UKIM-V-2_P6_tumor_primary,0
Smooth muscle cell,UKIM-V-2_P8_tumor_primary,0
Smooth muscle cell,UKIM-V-2_P9_tumor_primary,1
Smooth muscle cell,UKIM-V-2_P10_tumor_primary,1
Smooth muscle cell,UKIM-V-2_P13_tumor_primary,5
Smooth muscle cell,UKIM-V-2_P14_tumor_primary,1
Smooth muscle cell,UKIM-V-2_P16_tumor_primary,0
Smooth muscle cell,UKIM-V-2_P17_tumor_primary,0
Smooth muscle cell,UKIM-V_P1_tumor_primary,4
Smooth muscle cell,UKIM-V_P2_tumor_primary,2
Smooth muscle cell,UKIM-V_P3_tumor_primary,0
Smooth muscle cell,Zilionis_Klein_2019_p1t1,3
Smooth muscle cell,Zilionis_Klein_2019_p1t2,2
Smooth muscle cell,Zilionis_Klein_2019_p1t3,1
Smooth muscle cell,Zilionis_Klein_2019_p1t4,0
Smooth muscle cell,Zilionis_Klein_2019_p4t1,2
Smooth muscle cell,Zilionis_Klein_2019_p4t2,0
Smooth muscle cell,Zilionis_Klein_2019_p4t3,0
Smooth muscle cell,Zilionis_Klein_2019_p6t1,0
Smooth muscle cell,Zilionis_Klein_2019_p6t2,2
T cell CD4,Chen_Zhang_2020_NSCLC-1,290
T cell CD4,Chen_Zhang_2020_NSCLC-2,1375
T cell CD4,Chen_Zhang_2020_NSCLC-3,4352
T cell CD4,Chen_Zhang_2020_NSCLC-6,634
T cell CD4,Chen_Zhang_2020_NSCLC-7,1832
T cell CD4,Chen_Zhang_2020_NSCLC-11,685
T cell CD4,Guo_Zhang_2018_P0616A_TTC,20
T cell CD4,Guo_Zhang_2018_P0616A_TTH,101
T cell CD4,Guo_Zhang_2018_P0616A_TTR,110
T cell CD4,Guo_Zhang_2018_P0616A_TTY,73
T cell CD4,Guo_Zhang_2018_P0616P_TTC,11
T cell CD4,Guo_Zhang_2018_P0616P_TTH,43
T cell CD4,Guo_Zhang_2018_P0706_TTC,3
T cell CD4,Guo_Zhang_2018_P0706_TTH,66
T cell CD4,Guo_Zhang_2018_P0706_TTR,43
T cell CD4,Guo_Zhang_2018_P0706_TTY,61
T cell CD4,Guo_Zhang_2018_P1010_TTC,7
T cell CD4,Guo_Zhang_2018_P1010_TTH,71
T cell CD4,Guo_Zhang_2018_P1010_TTR,104
T cell CD4,Guo_Zhang_2018_P1010_TTY,50
T cell CD4,Guo_Zhang_2018_P1118_TTC,12
T cell CD4,Guo_Zhang_2018_P1118_TTH,200
T cell CD4,Guo_Zhang_2018_P1120_TTC,5
T cell CD4,Guo_Zhang_2018_P1120_TTH,116
T cell CD4,Guo_Zhang_2018_P1120_TTR,113
T cell CD4,Guo_Zhang_2018_P1120_TTY,117
T cell CD4,Guo_Zhang_2018_P1202_TTC,15
T cell CD4,Guo_Zhang_2018_P1202_TTH,53
T cell CD4,Guo_Zhang_2018_P1202_TTR,87
T cell CD4,Guo_Zhang_2018_P1202_TTY,56
T cell CD4,Guo_Zhang_2018_P1208_TTC,5
T cell CD4,Guo_Zhang_2018_P1208_TTH,62
T cell CD4,Guo_Zhang_2018_P1219_TTC,14
T cell CD4,Guo_Zhang_2018_P1219_TTH,18
T cell CD4,Guo_Zhang_2018_P1219_TTY,19
T cell CD4,He_Fan_2021_LUAD1,1115
T cell CD4,He_Fan_2021_LUAD2,1208
T cell CD4,He_Fan_2021_LUAD3,954
T cell CD4,He_Fan_2021_LUAD4,998
T cell CD4,He_Fan_2021_LUAD5,1475
T cell CD4,Kim_Lee_2020_LUNG_T06,681
T cell CD4,Kim_Lee_2020_LUNG_T08,1077
T cell CD4,Kim_Lee_2020_LUNG_T09,566
T cell CD4,Kim_Lee_2020_LUNG_T18,386
T cell CD4,Kim_Lee_2020_LUNG_T19,850
T cell CD4,Kim_Lee_2020_LUNG_T20,850
T cell CD4,Kim_Lee_2020_LUNG_T25,742
T cell CD4,Kim_Lee_2020_LUNG_T30,598
T cell CD4,Kim_Lee_2020_LUNG_T34,144
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT1A,45
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT1B,50
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT1C,84
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT2A,37
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT2B,153
T cell CD4,Lambrechts_Thienpont_2018_6149v1_BT1249,6
T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1295,187
T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1296,437
T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1297,398
T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1298,492
T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1299,535
T cell CD4,Lambrechts_Thienpont_2018_6149v2_BT1300,612
T cell CD4,Lambrechts_Thienpont_2018_6653_BT1375,127
T cell CD4,Lambrechts_Thienpont_2018_6653_BT1376,73
T cell CD4,Lambrechts_Thienpont_2018_6653_BT1377,58
T cell CD4,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,310
T cell CD4,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,287
T cell CD4,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,301
T cell CD4,Laughney_Massague_2020_GSM3516662,7
T cell CD4,Laughney_Massague_2020_GSM3516663,1227
T cell CD4,Laughney_Massague_2020_GSM3516667,486
T cell CD4,Laughney_Massague_2020_GSM3516669,23
T cell CD4,Laughney_Massague_2020_GSM3516670,29
T cell CD4,Laughney_Massague_2020_GSM3516672,366
T cell CD4,Laughney_Massague_2020_GSM3516674,20
T cell CD4,Maynard_Bivona_2020_LT_S66,115
T cell CD4,UKIM-V-2_P4_tumor_primary,448
T cell CD4,UKIM-V-2_P5_tumor_primary,517
T cell CD4,UKIM-V-2_P6_tumor_primary,334
T cell CD4,UKIM-V-2_P8_tumor_primary,30
T cell CD4,UKIM-V-2_P9_tumor_primary,984
T cell CD4,UKIM-V-2_P10_tumor_primary,1462
T cell CD4,UKIM-V-2_P13_tumor_primary,1686
T cell CD4,UKIM-V-2_P14_tumor_primary,1019
T cell CD4,UKIM-V-2_P16_tumor_primary,699
T cell CD4,UKIM-V-2_P17_tumor_primary,213
T cell CD4,UKIM-V_P1_tumor_primary,187
T cell CD4,UKIM-V_P2_tumor_primary,321
T cell CD4,UKIM-V_P3_tumor_primary,408
T cell CD4,Zilionis_Klein_2019_p1t1,189
T cell CD4,Zilionis_Klein_2019_p1t2,230
T cell CD4,Zilionis_Klein_2019_p1t3,113
T cell CD4,Zilionis_Klein_2019_p1t4,142
T cell CD4,Zilionis_Klein_2019_p4t1,445
T cell CD4,Zilionis_Klein_2019_p4t2,393
T cell CD4,Zilionis_Klein_2019_p4t3,572
T cell CD4,Zilionis_Klein_2019_p6t1,596
T cell CD4,Zilionis_Klein_2019_p6t2,620
T cell CD4 dividing,Chen_Zhang_2020_NSCLC-1,4
T cell CD4 dividing,Chen_Zhang_2020_NSCLC-2,4
T cell CD4 dividing,Chen_Zhang_2020_NSCLC-3,12
T cell CD4 dividing,Chen_Zhang_2020_NSCLC-6,13
T cell CD4 dividing,Chen_Zhang_2020_NSCLC-7,15
T cell CD4 dividing,Chen_Zhang_2020_NSCLC-11,62
T cell CD4 dividing,Guo_Zhang_2018_P0616A_TTC,0
T cell CD4 dividing,Guo_Zhang_2018_P0616A_TTH,0
T cell CD4 dividing,Guo_Zhang_2018_P0616A_TTR,2
T cell CD4 dividing,Guo_Zhang_2018_P0616A_TTY,1
T cell CD4 dividing,Guo_Zhang_2018_P0616P_TTC,0
T cell CD4 dividing,Guo_Zhang_2018_P0616P_TTH,0
T cell CD4 dividing,Guo_Zhang_2018_P0706_TTC,1
T cell CD4 dividing,Guo_Zhang_2018_P0706_TTH,1
T cell CD4 dividing,Guo_Zhang_2018_P0706_TTR,11
T cell CD4 dividing,Guo_Zhang_2018_P0706_TTY,4
T cell CD4 dividing,Guo_Zhang_2018_P1010_TTC,0
T cell CD4 dividing,Guo_Zhang_2018_P1010_TTH,0
T cell CD4 dividing,Guo_Zhang_2018_P1010_TTR,6
T cell CD4 dividing,Guo_Zhang_2018_P1010_TTY,1
T cell CD4 dividing,Guo_Zhang_2018_P1118_TTC,0
T cell CD4 dividing,Guo_Zhang_2018_P1118_TTH,1
T cell CD4 dividing,Guo_Zhang_2018_P1120_TTC,0
T cell CD4 dividing,Guo_Zhang_2018_P1120_TTH,0
T cell CD4 dividing,Guo_Zhang_2018_P1120_TTR,11
T cell CD4 dividing,Guo_Zhang_2018_P1120_TTY,1
T cell CD4 dividing,Guo_Zhang_2018_P1202_TTC,0
T cell CD4 dividing,Guo_Zhang_2018_P1202_TTH,1
T cell CD4 dividing,Guo_Zhang_2018_P1202_TTR,3
T cell CD4 dividing,Guo_Zhang_2018_P1202_TTY,0
T cell CD4 dividing,Guo_Zhang_2018_P1208_TTC,0
T cell CD4 dividing,Guo_Zhang_2018_P1208_TTH,2
T cell CD4 dividing,Guo_Zhang_2018_P1219_TTC,0
T cell CD4 dividing,Guo_Zhang_2018_P1219_TTH,0
T cell CD4 dividing,Guo_Zhang_2018_P1219_TTY,0
T cell CD4 dividing,He_Fan_2021_LUAD1,19
T cell CD4 dividing,He_Fan_2021_LUAD2,107
T cell CD4 dividing,He_Fan_2021_LUAD3,15
T cell CD4 dividing,He_Fan_2021_LUAD4,25
T cell CD4 dividing,He_Fan_2021_LUAD5,77
T cell CD4 dividing,Kim_Lee_2020_LUNG_T06,9
T cell CD4 dividing,Kim_Lee_2020_LUNG_T08,5
T cell CD4 dividing,Kim_Lee_2020_LUNG_T09,15
T cell CD4 dividing,Kim_Lee_2020_LUNG_T18,14
T cell CD4 dividing,Kim_Lee_2020_LUNG_T19,16
T cell CD4 dividing,Kim_Lee_2020_LUNG_T20,71
T cell CD4 dividing,Kim_Lee_2020_LUNG_T25,6
T cell CD4 dividing,Kim_Lee_2020_LUNG_T30,14
T cell CD4 dividing,Kim_Lee_2020_LUNG_T34,0
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v1_BT1A,2
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v1_BT1B,1
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v1_BT1C,2
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v1_BT2A,0
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v1_BT2B,1
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v1_BT1249,0
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v2_BT1295,20
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v2_BT1296,24
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v2_BT1297,11
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v2_BT1298,8
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v2_BT1299,5
T cell CD4 dividing,Lambrechts_Thienpont_2018_6149v2_BT1300,16
T cell CD4 dividing,Lambrechts_Thienpont_2018_6653_BT1375,3
T cell CD4 dividing,Lambrechts_Thienpont_2018_6653_BT1376,0
T cell CD4 dividing,Lambrechts_Thienpont_2018_6653_BT1377,0
T cell CD4 dividing,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,14
T cell CD4 dividing,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,11
T cell CD4 dividing,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,16
T cell CD4 dividing,Laughney_Massague_2020_GSM3516662,0
T cell CD4 dividing,Laughney_Massague_2020_GSM3516663,27
T cell CD4 dividing,Laughney_Massague_2020_GSM3516667,11
T cell CD4 dividing,Laughney_Massague_2020_GSM3516669,7
T cell CD4 dividing,Laughney_Massague_2020_GSM3516670,5
T cell CD4 dividing,Laughney_Massague_2020_GSM3516672,17
T cell CD4 dividing,Laughney_Massague_2020_GSM3516674,0
T cell CD4 dividing,Maynard_Bivona_2020_LT_S66,4
T cell CD4 dividing,UKIM-V-2_P4_tumor_primary,6
T cell CD4 dividing,UKIM-V-2_P5_tumor_primary,8
T cell CD4 dividing,UKIM-V-2_P6_tumor_primary,8
T cell CD4 dividing,UKIM-V-2_P8_tumor_primary,2
T cell CD4 dividing,UKIM-V-2_P9_tumor_primary,8
T cell CD4 dividing,UKIM-V-2_P10_tumor_primary,31
T cell CD4 dividing,UKIM-V-2_P13_tumor_primary,13
T cell CD4 dividing,UKIM-V-2_P14_tumor_primary,10
T cell CD4 dividing,UKIM-V-2_P16_tumor_primary,8
T cell CD4 dividing,UKIM-V-2_P17_tumor_primary,10
T cell CD4 dividing,UKIM-V_P1_tumor_primary,0
T cell CD4 dividing,UKIM-V_P2_tumor_primary,28
T cell CD4 dividing,UKIM-V_P3_tumor_primary,4
T cell CD4 dividing,Zilionis_Klein_2019_p1t1,11
T cell CD4 dividing,Zilionis_Klein_2019_p1t2,3
T cell CD4 dividing,Zilionis_Klein_2019_p1t3,6
T cell CD4 dividing,Zilionis_Klein_2019_p1t4,7
T cell CD4 dividing,Zilionis_Klein_2019_p4t1,15
T cell CD4 dividing,Zilionis_Klein_2019_p4t2,22
T cell CD4 dividing,Zilionis_Klein_2019_p4t3,24
T cell CD4 dividing,Zilionis_Klein_2019_p6t1,2
T cell CD4 dividing,Zilionis_Klein_2019_p6t2,4
T cell CD8 activated,Chen_Zhang_2020_NSCLC-1,2
T cell CD8 activated,Chen_Zhang_2020_NSCLC-2,96
T cell CD8 activated,Chen_Zhang_2020_NSCLC-3,46
T cell CD8 activated,Chen_Zhang_2020_NSCLC-6,132
T cell CD8 activated,Chen_Zhang_2020_NSCLC-7,34
T cell CD8 activated,Chen_Zhang_2020_NSCLC-11,64
T cell CD8 activated,Guo_Zhang_2018_P0616A_TTC,0
T cell CD8 activated,Guo_Zhang_2018_P0616A_TTH,0
T cell CD8 activated,Guo_Zhang_2018_P0616A_TTR,0
T cell CD8 activated,Guo_Zhang_2018_P0616A_TTY,0
T cell CD8 activated,Guo_Zhang_2018_P0616P_TTC,0
T cell CD8 activated,Guo_Zhang_2018_P0616P_TTH,0
T cell CD8 activated,Guo_Zhang_2018_P0706_TTC,0
T cell CD8 activated,Guo_Zhang_2018_P0706_TTH,1
T cell CD8 activated,Guo_Zhang_2018_P0706_TTR,0
T cell CD8 activated,Guo_Zhang_2018_P0706_TTY,0
T cell CD8 activated,Guo_Zhang_2018_P1010_TTC,0
T cell CD8 activated,Guo_Zhang_2018_P1010_TTH,1
T cell CD8 activated,Guo_Zhang_2018_P1010_TTR,0
T cell CD8 activated,Guo_Zhang_2018_P1010_TTY,0
T cell CD8 activated,Guo_Zhang_2018_P1118_TTC,0
T cell CD8 activated,Guo_Zhang_2018_P1118_TTH,0
T cell CD8 activated,Guo_Zhang_2018_P1120_TTC,0
T cell CD8 activated,Guo_Zhang_2018_P1120_TTH,1
T cell CD8 activated,Guo_Zhang_2018_P1120_TTR,0
T cell CD8 activated,Guo_Zhang_2018_P1120_TTY,0
T cell CD8 activated,Guo_Zhang_2018_P1202_TTC,0
T cell CD8 activated,Guo_Zhang_2018_P1202_TTH,2
T cell CD8 activated,Guo_Zhang_2018_P1202_TTR,0
T cell CD8 activated,Guo_Zhang_2018_P1202_TTY,0
T cell CD8 activated,Guo_Zhang_2018_P1208_TTC,1
T cell CD8 activated,Guo_Zhang_2018_P1208_TTH,1
T cell CD8 activated,Guo_Zhang_2018_P1219_TTC,0
T cell CD8 activated,Guo_Zhang_2018_P1219_TTH,1
T cell CD8 activated,Guo_Zhang_2018_P1219_TTY,0
T cell CD8 activated,He_Fan_2021_LUAD1,0
T cell CD8 activated,He_Fan_2021_LUAD2,0
T cell CD8 activated,He_Fan_2021_LUAD3,1
T cell CD8 activated,He_Fan_2021_LUAD4,0
T cell CD8 activated,He_Fan_2021_LUAD5,0
T cell CD8 activated,Kim_Lee_2020_LUNG_T06,42
T cell CD8 activated,Kim_Lee_2020_LUNG_T08,55
T cell CD8 activated,Kim_Lee_2020_LUNG_T09,9
T cell CD8 activated,Kim_Lee_2020_LUNG_T18,11
T cell CD8 activated,Kim_Lee_2020_LUNG_T19,17
T cell CD8 activated,Kim_Lee_2020_LUNG_T20,16
T cell CD8 activated,Kim_Lee_2020_LUNG_T25,25
T cell CD8 activated,Kim_Lee_2020_LUNG_T30,46
T cell CD8 activated,Kim_Lee_2020_LUNG_T34,3
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v1_BT1A,0
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v1_BT1B,0
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v1_BT1C,3
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v1_BT2A,0
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v1_BT2B,0
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v1_BT1249,0
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v2_BT1295,50
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v2_BT1296,37
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v2_BT1297,53
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v2_BT1298,14
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v2_BT1299,70
T cell CD8 activated,Lambrechts_Thienpont_2018_6149v2_BT1300,62
T cell CD8 activated,Lambrechts_Thienpont_2018_6653_BT1375,4
T cell CD8 activated,Lambrechts_Thienpont_2018_6653_BT1376,3
T cell CD8 activated,Lambrechts_Thienpont_2018_6653_BT1377,8
T cell CD8 activated,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,1
T cell CD8 activated,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,1
T cell CD8 activated,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,2
T cell CD8 activated,Laughney_Massague_2020_GSM3516662,1
T cell CD8 activated,Laughney_Massague_2020_GSM3516663,561
T cell CD8 activated,Laughney_Massague_2020_GSM3516667,446
T cell CD8 activated,Laughney_Massague_2020_GSM3516669,0
T cell CD8 activated,Laughney_Massague_2020_GSM3516670,13
T cell CD8 activated,Laughney_Massague_2020_GSM3516672,173
T cell CD8 activated,Laughney_Massague_2020_GSM3516674,0
T cell CD8 activated,Maynard_Bivona_2020_LT_S66,12
T cell CD8 activated,UKIM-V-2_P4_tumor_primary,16
T cell CD8 activated,UKIM-V-2_P5_tumor_primary,10
T cell CD8 activated,UKIM-V-2_P6_tumor_primary,6
T cell CD8 activated,UKIM-V-2_P8_tumor_primary,0
T cell CD8 activated,UKIM-V-2_P9_tumor_primary,14
T cell CD8 activated,UKIM-V-2_P10_tumor_primary,27
T cell CD8 activated,UKIM-V-2_P13_tumor_primary,45
T cell CD8 activated,UKIM-V-2_P14_tumor_primary,10
T cell CD8 activated,UKIM-V-2_P16_tumor_primary,4
T cell CD8 activated,UKIM-V-2_P17_tumor_primary,1
T cell CD8 activated,UKIM-V_P1_tumor_primary,12
T cell CD8 activated,UKIM-V_P2_tumor_primary,57
T cell CD8 activated,UKIM-V_P3_tumor_primary,186
T cell CD8 activated,Zilionis_Klein_2019_p1t1,52
T cell CD8 activated,Zilionis_Klein_2019_p1t2,45
T cell CD8 activated,Zilionis_Klein_2019_p1t3,55
T cell CD8 activated,Zilionis_Klein_2019_p1t4,36
T cell CD8 activated,Zilionis_Klein_2019_p4t1,83
T cell CD8 activated,Zilionis_Klein_2019_p4t2,82
T cell CD8 activated,Zilionis_Klein_2019_p4t3,70
T cell CD8 activated,Zilionis_Klein_2019_p6t1,99
T cell CD8 activated,Zilionis_Klein_2019_p6t2,77
T cell CD8 dividing,Chen_Zhang_2020_NSCLC-1,0
T cell CD8 dividing,Chen_Zhang_2020_NSCLC-2,2
T cell CD8 dividing,Chen_Zhang_2020_NSCLC-3,1
T cell CD8 dividing,Chen_Zhang_2020_NSCLC-6,9
T cell CD8 dividing,Chen_Zhang_2020_NSCLC-7,24
T cell CD8 dividing,Chen_Zhang_2020_NSCLC-11,33
T cell CD8 dividing,Guo_Zhang_2018_P0616A_TTC,1
T cell CD8 dividing,Guo_Zhang_2018_P0616A_TTH,0
T cell CD8 dividing,Guo_Zhang_2018_P0616A_TTR,0
T cell CD8 dividing,Guo_Zhang_2018_P0616A_TTY,0
T cell CD8 dividing,Guo_Zhang_2018_P0616P_TTC,3
T cell CD8 dividing,Guo_Zhang_2018_P0616P_TTH,0
T cell CD8 dividing,Guo_Zhang_2018_P0706_TTC,9
T cell CD8 dividing,Guo_Zhang_2018_P0706_TTH,0
T cell CD8 dividing,Guo_Zhang_2018_P0706_TTR,2
T cell CD8 dividing,Guo_Zhang_2018_P0706_TTY,1
T cell CD8 dividing,Guo_Zhang_2018_P1010_TTC,4
T cell CD8 dividing,Guo_Zhang_2018_P1010_TTH,0
T cell CD8 dividing,Guo_Zhang_2018_P1010_TTR,0
T cell CD8 dividing,Guo_Zhang_2018_P1010_TTY,1
